,fighter,height,reach,stance,dob,fighter_id
1296,Kevin Haley,74.0,,,,439d4bbefd4e6940
1297,Mark Hall,72.0,,Orthodox,,18524b46c570730b
1298,Uriah Hall,72.0,79.0,Orthodox,,65578a75fa7900e3
1299,Ryan Hall,70.0,70.0,Southpaw,,8866c6f509c19089
1300,Dennis Hallman,69.0,72.0,Orthodox,,8a8a84b743ae7699
1301,Piotr Hallmann,69.0,71.0,Orthodox,,a3be148af5c7b088
1302,Tony Halme,75.0,,Orthodox,,bad28b7b34f334de
1303,Brandon Halsey,72.0,,,,e763679f15326ae1
1304,John Halverson,69.0,,Southpaw,,88c8f47241d90040
1305,Seo Hee Ham,62.0,62.0,Southpaw,,165c244bcca3ed26
1306,Frank Hamaker,,,,,c3c23c99477c041b
1307,Kazuhiro Hamanaka,72.0,,Southpaw,,1b4d6971bb18b82c
1308,Matt Hamill,73.0,76.0,Orthodox,,98b80a717b9bda17
1309,Jeremy Hamilton,,,,,7ada6ea792a34424
1310,Anthony Hamilton,77.0,76.0,Orthodox,,c727c7d31c50c4cf
1311,CJ Hamilton,67.0,68.0,Switch,,7da5839b223f3728
1312,Jared Hamman,75.0,75.0,Orthodox,,23459ee7e373b98f
1313,James Hammortree,75.0,,Orthodox,,1f77fce698e80488
1314,Dean Hancock,,,,,24e9d6b0a24cff9d
1315,Joachim Hansen,67.0,,Southpaw,1979-05-26,86e388ed20761ad9
1316,Kay Hansen,62.0,63.0,Orthodox,,4100c7a09497ad41
1317,Nasrat Haqparast,70.0,72.0,Southpaw,,b7b84ccd221be298
1318,Janay Harding,,,,,b9c3ee342eb72100
1319,Antoni Hardonk,76.0,78.0,Orthodox,,69b69c0178c4004d
1320,Dan Hardy,72.0,74.0,Orthodox,1982-05-17,473ce3aa581251a2
1321,Greg Hardy,77.0,80.0,Orthodox,,85073dbd1be65ed9
1322,Baru Harn,,,,,848809f3986b4977
1323,Scott Harper,72.0,,Orthodox,,14a433bccba87016
1324,Gerry Harris,80.0,,Orthodox,,30cd319d39ee689b
1325,Gerald Harris,71.0,77.0,Southpaw,,c4b81cdecd5d6abe
1326,Phil Harris,64.0,65.0,Orthodox,,ba043b03eb799063
1327,Walt Harris,77.0,77.0,Southpaw,,03f982ca3735070c
1328,Dhafir Harris,,,,,0e96af5220d27ed4
1329,Trevor Harris,66.0,,,,0e98b05d3cf6d271
1330,Carlston Harris,72.0,76.0,Orthodox,,a53d30163304aa6e
1331,Collin Hart,73.0,,Orthodox,,16bf6a73bdd302cd
1332,Dale Hartt,70.0,69.0,Orthodox,,058e4e08a1ad8aba
1333,Luke Hartwig,,,,,34f3869747bf8fa9
1334,Clay Harvison,73.0,74.0,Orthodox,,83a477a7dba1ca58
1335,Hidehiko Hasegawa,69.0,,,,2a2eeee20ef049cf
1336,Chris Haseman,71.0,,Orthodox,,5bd533d50c8e7b8a
1337,Takayo Hashi,64.0,,Orthodox,,ae4343d29c68e9d0
1338,Tomohiko Hashimoto,72.0,,Orthodox,,a890f9a791ed615d
1339,Justin Haskins,70.0,,Orthodox,,77940e45bc86208e
1340,Hayder Hassan,70.0,,,,cf615eb4b7862c76
1341,Daiki Hata,66.0,,Orthodox,,c76ceda100ac0fad
1342,John Hathaway,73.0,75.0,Orthodox,,28f3c2258a1d8874
1343,Phil Hawes,72.0,77.0,Orthodox,,547afe1017e72dbe
1344,Justin Hawes,71.0,,,,5c7fc58e782b6842
1345,Chris Hawk,73.0,,,,9460c867aae1987e
1346,Del Hawkins,65.0,,Orthodox,,885e7f70dcac0007
1347,Tommy Hayden,69.0,,Southpaw,,0871254cd790c250
1348,Mike Hayes,76.0,,Orthodox,,0cfbbfa0ba6d9855
1349,Ryan Hayes,,,,,a620638435de0628
1350,Gerric Hayes,70.0,,,,7d6a3546c988cdc0
1351,Josh Haynes,69.0,,Orthodox,,6ef58dabef8beb15
1352,Dustin Hazelett,73.0,76.0,Orthodox,,a149d6bc670cdb60
1353,James Head,73.0,73.0,Orthodox,,19a8cce18a1cef9e
1354,Pat Healy,72.0,72.0,Orthodox,,50d2f0018bcf9eef
1355,Ryan Healy,73.0,,Orthodox,,f3eb664db7fb1df3
1356,Spencer Hearns,71.0,,,,d85cf12439945941
1357,David Heath,71.0,72.0,Orthodox,,4f95f74620a6b7a4
1358,Chris Heatherly,69.0,,Orthodox,,bad8be5827ea1bf1
1359,Jake Hecht,72.0,73.0,Orthodox,,e57fdbea1b828202
1360,Nick Hein,66.0,66.0,Southpaw,,2816ced060a21be3
1361,Ian Heinisch,71.0,72.0,Orthodox,,2e585c701f72fe55
1362,Marcin Held,69.0,71.0,Orthodox,,bf43fed8f29e1671
1363,Delson Heleno,71.0,,Orthodox,,970beed85bc46b63
1364,Matt Helm,,,,,cacfd51b8e97ace0
1365,Elisha Helsper,66.0,,Orthodox,,0971be7d94e109e1
1366,Dan Henderson,71.0,74.0,Orthodox,,1ccf4e7caff270df
1367,Benson Henderson,69.0,70.0,Southpaw,,2676b28836a5a836
1368,Ron Henderson,70.0,,,,498f0d066396ec59
1369,Josh Hendricks,74.0,,Southpaw,,7649c4c95b824488
1370,Johny Hendricks,69.0,69.0,Southpaw,,0941df56f6ac954b
1371,Cory Hendricks,75.0,,,1988-05-10,9ab9912e0f8fa6d6
1372,Luis Henrique,74.0,74.0,Orthodox,,e5bda12faabfc850
1373,Diego Henrique da Silva,74.0,,Orthodox,,1649770c649db6a5
1374,Danny Henry,72.0,73.0,Orthodox,,f7d73e452b064bf2
1375,Victor Henry,67.0,68.0,Switch,1987-05-04,eb8d8c2a95cfccb8
1376,TJ Hepburn,67.0,,,,e1acbb6352ca3551
1377,Jai Herbert,73.0,77.0,Orthodox,1988-05-13,4c88a1db5a46c6a4
1378,Ed Herman,73.0,77.0,Orthodox,,06f36cf4bd97ec77
1379,Dave Herman,76.0,77.0,Orthodox,,cbd6f1abf955e628
1380,Jack Hermansson,73.0,77.0,Orthodox,,0a1942069c9ad6b6
1381,Noe Hernandez,,,Orthodox,,df2cf66d8c0123db
1382,Joe Hernandez,,,,,4a76daef28549957
1383,Ramiro Hernandez,69.0,,Orthodox,,915c8d39d4a0e7d1
1384,Alexander Hernandez,69.0,72.0,Orthodox,,262a7d06203657e6
1385,Anthony Hernandez,72.0,75.0,Orthodox,,093e1f5bb73850be
1386,Nohelin Hernandez,70.0,71.0,Orthodox,,f97c5433c77522d3
1387,Carlos Hernandez,68.0,67.0,Orthodox,,798e48f9e7f6ba22
1388,Paul Herrera,70.0,,Orthodox,,440c9dbab63528fb
1389,Chris Herrera,70.0,,,,f71028a6e5128856
1390,Geane Herrera,65.0,66.0,Orthodox,1990-05-27,c169545ab0825f44
1391,Alvaro Herrera Mendoza,72.0,74.0,Orthodox,1990-05-14,74d35fbc9c6a61bd
1392,Felice Herrig,64.0,65.0,Orthodox,,b6850671a008bf9a
1393,Heath Herring,76.0,78.0,Orthodox,,7450525c7ba032a0
1394,Jon Hess,79.0,,,,32a3025d5db456ae
1395,Clint Hester,74.0,77.0,Orthodox,,92b62174c175ce19
1396,Brandon Hester,73.0,,,,13150cf89a5b81e0
1397,Jimy Hettes,69.0,71.0,Southpaw,,893d51aaf024eddd
1398,Conor Heun,70.0,,Orthodox,,fdb02029556ff4ed
1399,Marcus Hicks,66.0,64.0,Southpaw,,e69c5ce12f4e762b
1400,Jay Hieron,72.0,75.0,Orthodox,,5bb0a618ad03ac64
1401,Brady Hiestand,68.0,71.0,Orthodox,,7af33fc4435017f1
1402,Lee Higgins,,,,,88432fe79d5091d9
1403,Jason High,68.0,73.0,Southpaw,,e5d03e4d966126bd
1404,Richie Hightower,68.0,,Orthodox,,318e629d1eb7aa49
1405,Alex Higley,70.0,,,,2af2d675f7d847e3
1406,Corey Hill,76.0,80.0,Orthodox,,abbc737317f66b81
1407,Isaiah Hill,70.0,,,,86b30a86664cb6e4
1408,Angela Hill,63.0,64.0,Orthodox,,f0feeb2192937424
1409,Tyler Hill,75.0,,Switch,,006efbb0c1621fd7
1410,Jamahal Hill,76.0,79.0,Southpaw,1991-05-19,5444c5a201d3ee5a
1411,Kailan Hill,73.0,77.0,Southpaw,,bc7efc037c5f6550
1412,Branden Lee Hinkle,75.0,,Orthodox,,06f0ffa6446c5b6d
1413,Hatsu Hioki,71.0,73.0,Orthodox,,ef7fa30364cbe7f2
1414,Alan Hiro,65.0,,Orthodox,,483b3170b3c05cf0
1415,Kuniyoshi Hironaka,70.0,70.0,Orthodox,,9d4522df6fc49a47
1416,Mizuto Hirota,67.0,67.0,Orthodox,1981-05-05,35faad160d346839
1417,Yuji Hisamatsu,70.0,,,,8332a607df696345
1418,Kwan Ho Kwak,65.0,,Switch,,c13042265355a290
1419,Matt Hobar,70.0,70.0,Southpaw,,b57edace7b647f07
1420,Bobby Hoffman,74.0,,Orthodox,,afaad7d6a581e307
1421,Sam Hoger,74.0,,Orthodox,,84a067c46306a737
1422,Andrew Holbrook,71.0,70.0,Southpaw,,66ab58d0b3783607
1423,Sean Holden,70.0,,,,acbb9c76f5894e36
1424,Chris Holdsworth,71.0,,,,fc60ecf0671b9489
1425,Kevin Holland,75.0,81.0,Orthodox,,3a46b268013afede
1426,Roger Hollett,71.0,,Orthodox,,27d65e9d0fba61ea
1427,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
1428,Gabrielle Holloway,63.0,,,,e30715382f42b772
1429,Jeremie Holloway,72.0,,,,ee28aa7f1043756c
1430,Holly Holm,68.0,69.0,Southpaw,,634e2fb70bde3fd5
1431,Rex Holman,75.0,,Southpaw,,b5ea750025697880
1432,Joseph Holmes,76.0,80.0,Orthodox,,8d20d76af3f213ce
1433,Kurt Holobaugh,71.0,70.0,Orthodox,,a7151778b3381036
1434,Paddy Holohan,70.0,69.0,Orthodox,1988-05-03,6e7c758f5cdec01a
1435,Ben Holscher,71.0,,,,6070f16bcfd89fcf
1436,Mark Holst,72.0,,Orthodox,,c11f50e9c1513ce9
1437,Scott Holtzman,69.0,69.0,Orthodox,,df1eb4354d18a906
1438,Sabah Homasi,72.0,72.0,Orthodox,,71f048adbfed5b49
1439,Mark Hominick,68.0,68.0,Orthodox,,0a97691039c4bbfb
1440,Barb Honchak,64.0,65.0,Orthodox,,472f6f6e6d962f40
1441,Chris Honeycutt,70.0,73.0,,,4d2e3320d815f687
1442,Satoshi Honma,73.0,,Orthodox,1968-05-19,d2b1c1317a39f6c6
1443,David Hood,72.0,,,,5af480a3b2e1726b
1444,Lorenzo Hood,75.0,80.0,Southpaw,,7f9abc4db2d05764
1445,Dan Hooker,72.0,75.0,Switch,,193b9d1858bc4df3
1446,Chase Hooper,73.0,74.0,Southpaw,,971246648e162f0d
1447,Darrell Horcher,70.0,70.0,Southpaw,,18e8b7070228e728
1448,Moti Horenstein,76.0,,Orthodox,,baf942f4bcb09894
1449,Yoshinori Horie,68.0,70.0,Orthodox,1995-05-10,3fa7688bfe48a493
1450,Kyoji Horiguchi,65.0,66.0,Orthodox,,98aa60cf58071fd6
1451,Jeremy Horn,73.0,74.0,Orthodox,,8d26912cd2aeb366
1452,Matt Horning,64.0,,,,21632ba272c0785a
1453,Chris Horodecki,69.0,69.0,Orthodox,,e29cf523ebd155c5
1454,Jamey-Lyn Horth,67.0,,,,5c637af9472ae7cc
1455,Matt Horwich,73.0,,Orthodox,,049d698d773eb3e1
1456,John Hosman,70.0,,Southpaw,,57591bbf1623574e
1457,Saeed Hosseini,,,,,21f2974fd08085e3
1458,Jeff Hougland,67.0,68.0,Orthodox,,97a8f39186f489db
1459,Trey Houston,71.0,,,,c6668eeb261588d3
1460,Jamie Houston,,,,,4b1896310a907656
1461,Brian Houston,74.0,,Orthodox,,36fbaa49a09ff997
1462,Harold Howard,74.0,,Orthodox,,a2b06ca02bca14c0
1463,John Howard,67.0,72.0,Orthodox,,fc31f896cde2bc2e
1464,Shane Howell,68.0,,Orthodox,,a7de976620f2ed13
1465,Hu Yaozong,75.0,72.0,Orthodox,,f1175ea3aafbf351
1466,Carlos Huachin,64.0,67.0,Southpaw,,225def29ecfe0fc1
1467,Brady Huang,69.0,69.0,Orthodox,,1ec1b6a7a29ffc71
1468,Austin Hubbard,70.0,71.0,Orthodox,,d2cd7a69cc55e7ed
1469,Collin Huckbody,75.0,76.0,Orthodox,,f372a848d250e006
1470,Alex Huddleston,79.0,,,,8b9197746bd3e005
1471,Roger Huerta,69.0,70.0,Orthodox,1983-05-20,daf1b84aebd6602b
1472,Casey Huffman,75.0,,,,737d93a42b8c2e94
1473,Matt Hughes,69.0,73.0,Switch,,621a6c59f88a44fe
1474,Mark Hughes,69.0,,Southpaw,,d62bb4d84a7267ba
1475,Jeff Hughes,74.0,77.0,Orthodox,1988-05-17,6a11e325aa60ad02
1476,Sam Hughes,65.0,64.0,Orthodox,,e94085e821bd81de
1477,David Hulett,70.0,,,,b0718335e9868cfd
1478,Bryan Humes,,,,,b9c75e7fc910f587
1479,Abongo Humphrey,71.0,,Orthodox,,cb1b4d237b0079e6
1480,Harry Hunsucker,74.0,75.0,Orthodox,,f703250471acaf96
1481,Mark Hunt,70.0,72.0,Orthodox,,eef9b891edbd4604
1482,Alex Hunter,69.0,,Orthodox,,baa5358456803df8
1483,Adam Hunter,73.0,,Orthodox,,edc9eb3051f444fa
1484,Joe Hurley,68.0,,,,21b54430c8eeb9cc
1485,Solomon Hutcherson,71.0,,Southpaw,,155bfc7ed36622df
1486,Al Iaquinta,70.0,70.0,Orthodox,,59279a7c978f7da0
1487,Khadis Ibragimov,75.0,78.0,Orthodox,1995-05-21,c3218c810959d279
1488,Minoki Ichihara,67.0,,Orthodox,,4565d435005319c0
1489,Dan Ige,67.0,71.0,Orthodox,,82a5152216251682
1490,Valeri Ignatov,69.0,,Orthodox,,7b6ce3a9460565b5
1491,Sergey Ignatov,69.0,,Orthodox,,df9e9c1f65805d29
1492,Fabiano Iha,68.0,,Orthodox,,263ebd4a669e1e98
1493,Seichi Ikemoto,71.0,,Orthodox,,81f38d1640c4e70d
1494,Mikhail Iloukhine,69.0,,Orthodox,,b71667c778b6d9e5
1495,Zelim Imadaev,72.0,76.0,Orthodox,,7f0f171414d0a287
1496,Yusuke Imamura,68.0,,Orthodox,,2ce6541127b0e232
1497,Masakazu Imanari,64.0,,Southpaw,,a4dd5c9a75763295
1498,Nassourdine Imavov,75.0,75.0,Orthodox,,881bf86d4cba8578
1499,Brad Imes,79.0,,Orthodox,,4908c5ee68a50ee5
1500,Chris Indich,70.0,,,,d5b7fac960e58920
1501,Chris Inman,,,,,f0a381ba65d2a933
1502,Guto Inocente,75.0,,Orthodox,1986-05-29,e7fe5315b1efeb92
1503,Enson Inoue,70.0,,Orthodox,,0cf935519d439ba6
1504,Egan Inoue,69.0,,Southpaw,,37a6c95201592fea
1505,Katsuya Inoue,69.0,,Southpaw,,b5882371e2a3900d
1506,Takeshi Inoue,68.0,,,,a61a0cd2829e5d4e
1507,Naoki Inoue,69.0,71.0,Orthodox,,199eb7cf6ae90294
1508,Inoue Mizuki,63.0,65.0,Orthodox,,43a59ce3bb40449e
1509,Jorge Interiano,73.0,,,,1e75e6c9de99fa76
1510,Jason Ireland,69.0,,Southpaw,,05a0556072931f01
1511,James Irvin,74.0,75.0,Orthodox,,a7f4d0902bb64092
1512,Eric Irvin,68.0,,,,a47c2a6e24757932
1513,Mitsuhiro Ishida,66.0,,Southpaw,,82f5c81f4e3c3eb5
1514,Teruto Ishihara,67.0,69.0,Southpaw,,88cd34d836b4ebcd
1515,Satoshi Ishii,71.0,,Orthodox,,c8a49ff2acb6f3c5
1516,Yuki Ishikawa,71.0,,Orthodox,,119ebea97e914dcf
1517,Eiji Ishikawa,70.0,,,,eb89dc31949a1427
1518,Tokimitsu Ishizawa,72.0,,Orthodox,,f3155a94ca420126
1519,Damir Ismagulov,70.0,74.0,Orthodox,,135d124172a0bea3
1520,Wallid Ismail,67.0,,Orthodox,,da6dfd09cca1d705
1521,Leandro Issa,67.0,69.0,Orthodox,,d1e1fdcea7c8a90a
1522,Blagoy Ivanov,71.0,73.0,Southpaw,,1788eee370f077b7
1523,Anthony Ivy,74.0,74.0,Orthodox,,3c5005b66696d790
1524,Tomomi Iwama,63.0,,Orthodox,,ac5f67109accb482
1525,Tatsuya Iwasaki,69.0,,Orthodox,,243b07fc65ccbb16
1526,Yoislandy Izquierdo,71.0,,Southpaw,,afc2a7ce0c763bd5
1527,Hiroshi Izumi,,,Orthodox,,53e4e21f4c688801
1528,Yves Jabouin,67.0,68.0,Orthodox,1979-05-30,b4eeac608fc82f88
1529,Kevin Jackson,70.0,,Switch,,13b2f59210dda9cc
1530,Eugene Jackson,68.0,,Orthodox,,ce783bf73b5131f9
1531,Quinton Jackson,73.0,73.0,Orthodox,,ffc088e64fab57e9
1532,Jeremy Jackson,70.0,,Orthodox,,ad32471f01e7b1a5
1533,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
1534,Kenyon Jackson,72.0,,,,56c5132870a526d5
1535,Mike Jackson,74.0,,Orthodox,,0641c21bec209472
1536,Jason Jackson,73.0,78.0,Orthodox,,ca8da445dfa82d56
1537,Montel Jackson,70.0,75.0,Southpaw,,cc1a8b4b38b92c6d
1538,Eric Jacob,,,,,ba17afef01ed78b6
1539,Dustin Jacoby,75.0,76.0,Orthodox,,e4277e87a789d687
1540,Justin James,70.0,,Orthodox,,1ea8df62b3f8fea6
1541,Nate James,72.0,,,1978-05-29,a34fecf2f4e5a317
1542,Virna Jandiroba,63.0,64.0,Orthodox,1988-05-30,7dda2cf308f24a02
1543,Ryan Janes,75.0,76.0,Orthodox,,b59037262c8fe060
1544,Josh Janousek,71.0,,Orthodox,,8f7380fb0916dc77
1545,Dave Jansen,69.0,73.0,Orthodox,,335ad945324c3a2e
1546,Jaime Jara,73.0,,Southpaw,,805ad1801eb26abb
1547,Gigo Jara,69.0,,,,99d5cf1eda8b25c1
1548,Keith Jardine,74.0,76.0,Orthodox,,b9d0fd83bb8a147a
1549,Brock Jardine,71.0,,Orthodox,,64959f90b6dd9759
1550,Josh Jarvis,,,,,32e8e0e8498f03c2
1551,Rony Jason,67.0,73.0,Orthodox,,b71ce838b01f2cad
1552,Jasmine Jasudavicius,67.0,68.0,Orthodox,,a9e260472d321361
1553,Louis Jauregui,67.0,,,,0e8744ded08ee5fb
1554,Justin Jaynes,67.0,68.0,Orthodox,,304a21d0595e1a08
1555,Joanna Jedrzejczyk,66.0,65.0,Orthodox,,3d6749c4267da18f
1556,Aaron Jeffery,74.0,73.0,Orthodox,,ccdcb20370be62a3
1557,Trent Jenkins,74.0,,,,02fc8f50f56eb307
1558,Bubba Jenkins,67.0,,,,5e841bb3752b6e86
1559,Adrienna Jenkins,68.0,,,,dae85a6a83f53215
1560,Brandon Jenkins,72.0,71.0,Switch,,6a8928652fc01bee
1561,Steve Jennum,70.0,,Orthodox,,ad047e3073a775f3
1562,Ryan Jensen,73.0,76.0,Orthodox,,aae99701b21554e4
1563,Kyle Jensen,69.0,,Orthodox,,aec273fcb765330d
1564,Chan-Mi Jeon,65.0,,Orthodox,,24174a3f44ce8e03
1565,Maciej Jewtuszko,72.0,,Southpaw,,6b5b9be990774f0e
1566,Ronald Jhun,71.0,,Orthodox,,b9e871af730f826c
1567,Gilbert Jimenez,,,,,59d36ddfcb27b7dc
1568,Art Jimmerson,73.0,,Orthodox,,a5c53b3ddb31cc7d
1569,Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155
1570,Sung Bin Jo,72.0,72.0,Orthodox,,6e0e977beb909837
1571,Carls John De Tomas,65.0,71.0,Southpaw,,2a4200ead401a9ce
1572,Phil Johns,62.0,,Southpaw,,a8fa0c4e95512806
1573,Brett Johns,67.0,71.0,Orthodox,,ec52462a1b41f714
1574,Miles Johns,67.0,66.0,Orthodox,,46e0d677f91bacc0
1575,Anthony Johnson,74.0,78.0,Orthodox,,365fee2da473b177
1576,DaMarques Johnson,73.0,75.0,Orthodox,,322a56923b396b4d
1577,Devin Johnson,,,,,22f4b6cb6b1bd7fd
1578,Travis Johnson,,,,,443835675e8fc6ca
1579,Ricky Johnson,68.0,,Orthodox,,fa2fca260beeb9c0
1580,Tony Johnson,74.0,76.0,Orthodox,1983-05-02,3641a0d117e9bc6c
1581,Lavar Johnson,76.0,82.0,Orthodox,,e6c5908910cc26e4
1582,Demetrious Johnson,63.0,66.0,Orthodox,,8a304bfd6bf04a57
1583,Michael Johnson,70.0,73.0,Southpaw,,511e82663651438d
1584,Deshaun Johnson,,,,,bf97ad31eae89429
1585,Kajan Johnson,71.0,75.0,Orthodox,,633a45d131192ffe
1586,Dashon Johnson,67.0,,Orthodox,,36207c58e854cae5
1587,Timothy Johnson,75.0,77.0,Southpaw,,cc900af167fbedfd
1588,Tony Johnson,73.0,,,,a45bab49951a45cd
1589,Jordan Johnson,74.0,79.0,Orthodox,,99bcdf5eac39898f
1590,Taylor Johnson,72.0,74.0,Switch,,552b09cbf13b6328
1591,Chad Johnson,74.0,80.0,Orthodox,,6ce9a012e4c6020c
1592,Jose Johnson,72.0,72.0,Orthodox,1995-05-25,84f727cf0166d6f2
1593,Brian Johnston,75.0,,Orthodox,,1c3f5e85b59ec710
1594,Liana Jojua,64.0,62.0,Orthodox,,eebc23626e38f5dc
1595,Daniel Jolly,73.0,75.0,Orthodox,,eeabcd4dc6619129
1596,Paul Jones,69.0,,Orthodox,,f341f9551ba744e2
1597,Jon Jones,76.0,84.0,Orthodox,,07f72a2a7591b409
1598,Nathan Jones,83.0,,Orthodox,,f54fb3b9c4228142
1599,Marcus Jones,78.0,,Orthodox,,8fa2b06572365321
1600,Carlton Jones,73.0,,Orthodox,,f117c3e8c1aa7b9e
1601,Jesse Jones,69.0,,,,bc0f994de0521926
1602,Tito Jones,68.0,,Southpaw,,7b223a22a6c26868
1603,Roy Jones,,,,,be8dfcf0442812b1
1604,Justin Jones,71.0,,Orthodox,,9b75954db8db2a08
1605,Ben Jones,,,,,329aff8e958a2997
1606,Victor Jones,,,,,04f0471f221db717
1607,Chris Jones,69.0,,,,509319d35664369e
1608,Roshaun Jones,68.0,,,,8a9f54b9056b07f5
1609,Jamelle Jones,72.0,75.0,Orthodox,,1dda22d0ac3d1271
1610,Antonio Jones,71.0,,Orthodox,,f1fd494586ab8d5f
1611,Trevin Jones,67.0,70.0,Southpaw,,ec23c1be628d8057
1612,Mason Jones,70.0,74.0,Orthodox,,f6ad6a1e4d600e0d
1613,Jocelyn Jones-Lybarger,67.0,64.0,Orthodox,,1a98c9dbb7fc3959
1614,Kevin Jordan,75.0,,Orthodox,,02e52b3a595f0786
1615,Joe Jordan,66.0,,Orthodox,,712c4db78b9373d1
1616,Shawn Jordan,72.0,75.0,Southpaw,,ca2efc9d7d523c43
1617,Ivan Jorge,69.0,73.0,Orthodox,,19db7ac26308178f
1618,Scott Jorgensen,65.0,66.0,Orthodox,,0b64d0fed453ef7f
1619,Gareth Joseph,,,,,8ecb9f42da5ef5ac
1620,Dwight Joseph,66.0,,Switch,,34ca93f1791a5c50
1621,Jeff Joslin,72.0,,Orthodox,,388abbf8832b5adf
1622,Krzysztof Jotko,73.0,77.0,Southpaw,,4e06913c91da5200
1623,Alan Jouban,72.0,73.0,Southpaw,,cf65d56b0755ed3b
1624,Charles Jourdain,69.0,69.0,Switch,,f1d64ae34e088832
1625,Mike Joy,66.0,,Southpaw,,35080a7f406f9ab3
1626,Dustin Joynson,78.0,78.0,Orthodox,,791367e8c35cfb6a
1627,Tony Juarez,,,,,97f3692d5444a80a
1628,Jesse Juarez,73.0,,Orthodox,1981-05-08,cd039ff136d89ded
1629,Steve Judson,71.0,,Orthodox,,6ece1d2ab1bed31d
1630,Luke Jumeau,71.0,72.0,Orthodox,,4c288a2b250bb576
1631,Bu-Kyung Jung,67.0,,Orthodox,1978-05-26,b35d1650c78c2948
1632,Chan Sung Jung,67.0,72.0,Orthodox,,c451d67c09c55418
1633,Young Sam Jung,68.0,,Orthodox,,13104eaed3ae96c3
1634,Da-Un Jung,76.0,78.0,Orthodox,,74f9448b97bf8bec
1635,Scott Junk,73.0,,Orthodox,,ac70a4f1db1b8c40
1636,Myles Jury,70.0,73.0,Orthodox,,08e908ed6d18d6a0
1637,Cristiane Justino,68.0,68.0,Orthodox,,634bb0de2eb043b4
1638,Patrick Kaase,69.0,,,,b180f05acb24d430
1639,Emily Kagan,63.0,,,,c1ea9d56cd953586
1640,Oron Kahlon,68.0,70.0,Orthodox,,00a35c92b03992b0
1641,Sirwan Kakai,65.0,,Orthodox,,2525a853486ee670
1642,Saidyokub Kakhramonov,68.0,69.0,Orthodox,,50a28b9f8314e008
1643,Geza Kalman,73.0,,,,304fcd812f12c589
1644,Bryson Kamaka,71.0,,Orthodox,,9336e86cfd4ceaa1
1645,Kai Kamaka,67.0,69.0,Orthodox,,eee0ef3e2b14816b
1646,Martin Kampmann,72.0,72.0,Orthodox,,8b69839f3555a67b
1647,Bharat Kandare,67.0,72.0,Orthodox,,efd2b3e9bb7965a4
1648,Hiromitsu Kanehara,70.0,,Orthodox,,eda579d906cf0ca2
1649,Masanori Kanehara,67.0,67.0,Orthodox,,f3a078277b3b8ff4
1650,Ken Kaneko,72.0,,Orthodox,,5345f86680378fc1
1651,Denis Kang,71.0,77.0,Orthodox,,3c241737a6069b9f
1652,Kyung Ho Kang,69.0,73.0,Orthodox,,a7897d200692ab64
1653,Manel Kape,65.0,68.0,Southpaw,,5d1b7e3dd9e11074
1654,David Kaplan,67.0,,Orthodox,,5669b828e7e11329
1655,Kai Kara-France,64.0,69.0,Orthodox,,853eb0dd5c0e2149
1656,Georgi Karakhanyan,68.0,,,1985-05-29,43292ecf0e72c143
1657,Alex Karalexis,68.0,66.0,Orthodox,,e361e5c858af6ff1
1658,Impa Kasanganay,71.0,75.0,Orthodox,,257b0c8d6f199895
1659,Nadia Kassem,65.0,66.0,Southpaw,,6e7506127408aa9e
1660,Yusuke Kasuya,67.0,,Southpaw,,3058888c33149a53
1661,Tetsuji Kato,,,Orthodox,,542db012217ecb83
1662,Hisaki Kato,72.0,,,,ebf1c247b2cba375
1663,Brad Katona,66.0,64.0,Orthodox,,7b433309b0fd12aa
1664,Calvin Kattar,71.0,72.0,Orthodox,,751de04455cfaac0
1665,Sarah Kaufman,65.0,66.0,Orthodox,,36df8e119aec6175
1666,Yusuke Kawaguchi,72.0,,,,fa2320781bfe4f49
1667,Canaan Kawaihae,72.0,71.0,Southpaw,,58d42b9e920b25fc
1668,Tatsuya Kawajiri,67.0,69.0,Orthodox,1978-05-08,80d918336163b80c
1669,Ryo Kawamura,71.0,,Orthodox,,9e91d7fd2720e241
1670,Doug Kay,,,,,547c5611bd366988
1671,Julie Kedzie,65.0,,Orthodox,,981ab7a0576f76a0
1672,Ryan Keenan,70.0,,,,a72b20136239ba39
1673,CJ Keith,72.0,,Orthodox,,c0eecd851dbf3146
1674,Chris Kelades,67.0,68.0,Orthodox,,56c9acc4e86046a2
1675,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
1676,Mayana Kellem,65.0,,Orthodox,,c788481ae19e798d
1677,Tony Kelley,69.0,70.0,Switch,,1a08b01fdabb6ae2
1678,Paul Kelly,69.0,70.0,Orthodox,,aac5ac38148f0528
1679,John Kelly,69.0,,,,ace83095105dd205
1680,Daniel Kelly,72.0,70.0,Southpaw,,bdcbb976816fd256
1681,Tim Kennedy,71.0,74.0,Orthodox,,3c660c90d48fc80d
1682,Steve Kennedy,71.0,,Orthodox,,185fb0200a4605e6
1683,Jeremy Kennedy,71.0,71.0,Orthodox,,68f6e96c5fa6e044
1684,Waylon Kennell,72.0,,,,9b8a73b59be8d786
1685,Casey Kenney,67.0,68.0,Southpaw,,e7bba7ce4d6c7b07
