event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date
UFC Fight Night: Brown vs Silva,0.0,lw,ko_tko,1,201,3ee1a3216cf66b95,Erik Koch ,Daron Cruickshank,2014-05-10
UFC Fight Night: Brown vs Silva,1.0,ww,dec_una,3,300,107079f548338ac3,Neil Magny ,Tim Means,2014-05-10
UFC Fight Night: Brown vs Silva,1.0,hw,ko_tko,1,140,4ceadad9c2dd0a87,Soa Palelei ,Ruan Potts,2014-05-10
UFC Fight Night: Brown vs Silva,1.0,flw,dec_spl,3,300,7d947be4c15ebe36,Chris Cariaso ,Louis Smolka,2014-05-10
UFC Fight Night: Brown vs Silva,1.0,mw,dec_una,3,300,289004336bd71d34,Ed Herman ,Rafael Natal,2014-05-10
UFC Fight Night: Brown vs Silva,1.0,flw,dec_una,3,300,8ea70cfd5d3aa5ee,Kyoji Horiguchi ,Darrell Montague,2014-05-10
UFC Fight Night: Brown vs Silva,0.0,ww,dec_una,3,300,9a8fedc4fa968bbd,Yan Cabral ,Zak Cummings,2014-05-10
UFC Fight Night: Brown vs Silva,0.0,bw,ko_tko,1,277,23e96ddeb14b5936,Eddie Wineland ,Johnny Eduardo,2014-05-10
UFC Fight Night: Brown vs Silva,0.0,ftw,dec_una,3,300,687b9b2c11667531,Manvel Gamburyan ,Nik Lentz,2014-05-10
UFC Fight Night: Brown vs Silva,1.0,lw,ko_tko,1,161,2b6c2cdccb2cc659,Justin Salas ,Ben Wall,2014-05-10
UFC Fight Night: Brown vs Silva,0.0,ww,ko_tko,1,236,d6e4d0d62a96a948,Anthony Lapsley ,Albert Tumenov,2014-05-10
UFC 172: Jones vs Teixeira,0.0,lhw,dec_una,3,300,9a1d57966d8a17a4,Phil Davis ,Anthony Johnson,2014-04-26
UFC 172: Jones vs Teixeira,1.0,mw,sub,1,128,9b10db4499b211b7,Luke Rockhold ,Tim Boetsch,2014-04-26
UFC 172: Jones vs Teixeira,1.0,lw,sub,1,198,484cf23d5110ca04,Jim Miller ,Yancy Medeiros,2014-04-26
UFC 172: Jones vs Teixeira,1.0,ftw,sub,3,219,5b0cc074c657ebd4,Max Holloway ,Andre Fili,2014-04-26
UFC 172: Jones vs Teixeira,1.0,flw,sub,1,248,553a788a44b8e794,Joseph Benavidez ,Tim Elliott,2014-04-26
UFC 172: Jones vs Teixeira,1.0,lw,dec_una,3,300,23861a2085ea34a3,Takanori Gomi ,Isaac Vallie-Flagg,2014-04-26
UFC 172: Jones vs Teixeira,0.0,wbw,dec_una,3,300,c3455ba522bb37eb,Jessamyn Duke ,Bethe Correia,2014-04-26
UFC 172: Jones vs Teixeira,1.0,lw,ko_tko,2,21,e4fcad8261083dbf,Danny Castillo ,Charlie Brenneman,2014-04-26
UFC 172: Jones vs Teixeira,1.0,bw,ko_tko,2,111,82f00e723ed5f6ea,Chris Beal ,Patrick Williams,2014-04-26
UFC on FOX: Werdum vs Browne,1.0,hw,dec_una,5,300,a9660625bab5d4a3,Fabricio Werdum ,Travis Browne,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,wbw,dec_una,3,300,e446c5e4a8b8d189,Miesha Tate ,Liz Carmouche,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,lw,sub,1,195,4e3ccffe18641d9c,Donald Cerrone ,Edson Barboza,2014-04-19
UFC on FOX: Werdum vs Browne,0.0,mw,dec_una,3,300,f5445d367e7dbb2b,Brad Tavares ,Yoel Romero,2014-04-19
UFC on FOX: Werdum vs Browne,0.0,lw,dec_una,3,300,9d1722fb8b83a92a,Rafael Dos Anjos ,Khabib Nurmagomedov,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,ww,dec_una,3,300,220aa11288e919c6,Thiago Alves ,Seth Baczynski,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,lw,dec_una,3,300,f8c9a597f719d75c,Jorge Masvidal ,Pat Healy,2014-04-19
UFC on FOX: Werdum vs Browne,0.0,ftw,ko_tko,1,88,3808db1e982cb103,Estevan Payan ,Alex White,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,mw,ko_tko,1,44,7fe2f0213d641540,Caio Magalhaes ,Luke Zachrich,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,ww,dec_spl,3,300,73f72edb86c82eef,Jordan Mein ,Hernani Perpetuo,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,flw,dec_spl,3,300,b36362f5db72abee,Dustin Ortiz ,Ray Borg,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,ftw,dec_maj,3,300,70e0e57a6755e31e,Mirsad Bektic ,Chas Skelly,2014-04-19
UFC on FOX: Werdum vs Browne,1.0,hw,ko_tko,1,263,a283975bf9355757,Derrick Lewis ,Jack May,2014-04-19
UFC Fight Night: Bisping vs Kennedy,0.0,mw,dec_una,5,300,3a5b53d1123d9f7e,Michael Bisping ,Tim Kennedy,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,ww,dec_una,3,300,1a6e7e7c98886198,Patrick Cote ,Kyle Noke,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,ftw,ko_tko,2,42,3e6b5cb3c37bef3b,Dustin Poirier ,Akira Corassani,2014-04-16
UFC Fight Night: Bisping vs Kennedy,0.0,ww,ko_tko,1,30,3406cf3e28e30d1b,Sam Stout ,KJ Noons,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,wbw,dec_una,3,300,2e8d68b14dde981e,Sarah Kaufman ,Leslie Smith,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,lhw,ko_tko,1,267,f0b117394e52996b,Ryan Jimmo ,Sean O'Connell,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,bw,dec_una,3,300,3427667c1a265fe5,George Roop ,Dustin Kimura,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,lw,dec_spl,3,300,a7aac5f6b470ddaa,Mark Bocek ,Mike de la Torre,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,mw,dec_una,3,300,01c67a3990800dc3,Nordine Taleb ,Vik Grujic,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,ww,dec_una,3,300,e532ef88b8cb26d2,Richard Walsh ,Chris Indich,2014-04-16
UFC Fight Night: Bisping vs Kennedy,1.0,bw,dec_una,3,300,d2519c169f3039ee,Mitch Gagnon ,Tim Gorman,2014-04-16
UFC Fight Night: Minotauro vs Nelson,0.0,hw,ko_tko,1,217,20d732758337f0a5,Antonio Rodrigo Nogueira ,Roy Nelson,2014-04-11
UFC Fight Night: Minotauro vs Nelson,1.0,ftw,dec_una,3,300,a2e1e35e4e84e08d,Clay Guida ,Tatsuya Kawajiri,2014-04-11
UFC Fight Night: Minotauro vs Nelson,0.0,ww,dec_una,3,300,8c47c4b9503dd5b4,John Howard ,Ryan LaFlare,2014-04-11
UFC Fight Night: Minotauro vs Nelson,1.0,lw,ko_tko,1,260,beed8bc1f800de8f,Ramsey Nijem ,Beneil Dariush,2014-04-11
UFC Fight Night: Minotauro vs Nelson,1.0,hw,dec_una,3,300,f524520a7fe0a8b8,Jared Rosholt ,Daniel Omielanczuk,2014-04-11
UFC Fight Night: Minotauro vs Nelson,1.0,mw,ko_tko,1,45,a523ac02533f8b4d,Thales Leites ,Trevor Smith,2014-04-11
UFC Fight Night: Minotauro vs Nelson,0.0,ftw,dec_spl,3,300,f7fac3df5c6dc91f,Alan Omer ,Jim Alers,2014-04-11
UFC Fight Night: Shogun vs Henderson 2,0.0,lhw,ko_tko,3,91,981e2f5a8e46a1f1,Mauricio Rua ,Dan Henderson,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,0.0,mw,ko_tko,1,39,eae8d2c30c0bb499,Cezar Ferreira ,CB Dollaway,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,1.0,lhw,dec_una,3,300,98cea844501261a9,Fabio Maldonado ,Gian Villante,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,1.0,lw,dec_una,3,300,fcb3e9f89987d519,Michel Prazeres ,Mairbek Taisumov,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,1.0,ftw,ko_tko,1,77,995f0dcdcd5fe43c,Rony Jason ,Steven Siler,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,0.0,mw,ko_tko,1,53,283c0b3b7e425252,Ronny Markes ,Thiago Santos,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,1.0,flw,sub,1,187,a5827bfce19e63ea,Jussier Formiga ,Scott Jorgensen,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,0.0,ww,sub,1,105,5464d7ccb4177464,Thiago Perpetuo ,Kenny Robertson,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,0.0,lhw,dec_spl,3,300,8e87b33bea7c5da9,Francimar Barroso ,Hans Stringer,2014-03-23
UFC Fight Night: Shogun vs Henderson 2,1.0,ftw,ko_tko,1,159,8f120352072bd5ed,Godofredo Pepey ,Noad Lahat,2014-03-23
UFC 171: Hendricks vs Lawler,0.0,ww,ko_tko,2,120,ba38b96f39db78c0,Carlos Condit ,Tyron Woodley,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,lw,dec_una,3,300,d4d4aded862ace46,Diego Sanchez ,Myles Jury,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,ww,dec_una,3,300,427a10db0406cfba,Jake Shields ,Hector Lombard,2014-03-15
UFC 171: Hendricks vs Lawler,1.0,lhw,sub,1,89,2d050cb1f7d8789a,Ovince Saint Preux ,Nikita Krylov,2014-03-15
UFC 171: Hendricks vs Lawler,1.0,ww,dec_spl,3,300,56b57d076f874eb0,Kelvin Gastelum ,Rick Story,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,wbw,dec_spl,3,300,99170b2f2496e479,Raquel Pennington ,Jessica Andrade,2014-03-15
UFC 171: Hendricks vs Lawler,1.0,ftw,ko_tko,3,177,639013929b61e834,Dennis Bermudez ,Jimy Hettes,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,ww,dec_spl,3,300,a5f39e8ff1398269,Sean Spencer ,Alex Garcia,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,lw,dec_una,3,300,364ed6aecfc8d16d,Renee Forte ,Francisco Trevino,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,flw,dec_una,3,300,0175c0d2a98576f1,Will Campuzano ,Justin Scoggins,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,mw,sub,1,273,8f979d206eaec468,Robert McDaniel ,Sean Strickland,2014-03-15
UFC 171: Hendricks vs Lawler,0.0,ftw,dec_una,3,300,543dca66a449d9d5,Daniel Pineda ,Robert Whiteford,2014-03-15
UFC Fight Night: Gustafsson vs Manuwa,1.0,lhw,ko_tko,2,78,742fcd610f344810,Alexander Gustafsson ,Jimi Manuwa,2014-03-08
UFC Fight Night: Gustafsson vs Manuwa,1.0,lw,dec_una,3,300,73f55778c5c55c2f,Michael Johnson ,Melvin Guillard,2014-03-08
UFC Fight Night: Gustafsson vs Manuwa,1.0,flw,dec_una,3,300,b5be58e7fa1e7439,Brad Pickett ,Neil Seery,2014-03-08
UFC Fight Night: Gustafsson vs Manuwa,1.0,ww,sub,1,276,0b3c3d363c82835f,Gunnar Nelson ,Omari Akhmedov,2014-03-08
UFC Fight Night: Gustafsson vs Manuwa,0.0,lhw,sub,1,182,6242126d8d06a7ca,Cyrille Diabate ,Ilir Latifi,2014-03-08
UFC Fight Night: Gustafsson vs Manuwa,1.0,mw,ko_tko,1,264,406154260435c65a,Luke Barnatt ,Mats Nilsson,2014-03-08
UFC Fight Night: Gustafsson vs Manuwa,0.0,mw,dec_una,3,300,4911fcfb1b28faa5,Brad Scott ,Claudio Silva,2014-03-08
UFC Fight Night: Gustafsson vs Manuwa,1.0,ww,dec_una,3,300,54845ec0646a9bee,Igor Araujo ,Danny Mitchell,2014-03-08
UFC Fight Night: Kim vs Hathaway,1.0,ww,ko_tko,3,62,e38d7761a92e1bf9,Dong Hyun Kim ,John Hathaway,2014-03-01
UFC Fight Night: Kim vs Hathaway,1.0,hw,ko_tko,1,299,82448697e7a44028,Matt Mitrione ,Shawn Jordan,2014-03-01
UFC Fight Night: Kim vs Hathaway,1.0,ftw,dec_una,3,300,57ab45aa1ebd087e,Hatsu Hioki ,Ivan Menjivar,2014-03-01
UFC Fight Night: Kim vs Hathaway,0.0,lw,dec_spl,3,300,c53a5dca56870ea5,Kazuki Tokudome ,Yui Chul Nam,2014-03-01
UFC Fight Night: Kim vs Hathaway,0.0,bw,dec_una,3,300,3fa2e753afa0bdbb,Nam Phan ,Vaughan Lee,2014-03-01
UFC Fight Night: Kim vs Hathaway,0.0,ww,tko_doc,1,300,36d4e8f650539bf0,Albert Cheng ,Anying Wang,2014-03-01
UFC Fight Night: Kim vs Hathaway,0.0,ftw,dec_una,3,300,2ebe2ae9b4812f0a,Jumabieke Tuerxun ,Mark Eddiva,2014-03-01
UFC 170: Rousey vs McMann,1.0,lhw,ko_tko,1,79,b1a033020bd6d3f3,Daniel Cormier ,Patrick Cummins,2014-02-22
UFC 170: Rousey vs McMann,1.0,ww,dec_una,3,300,29657325bfc1d590,Rory MacDonald ,Demian Maia,2014-02-22
UFC 170: Rousey vs McMann,1.0,ww,ko_tko,3,243,9988ff4d4197663b,Mike Pyle ,TJ Waldburger,2014-02-22
UFC 170: Rousey vs McMann,0.0,ww,ko_tko,1,223,ab0d6346b7938a7f,Robert Whittaker ,Stephen Thompson,2014-02-22
UFC 170: Rousey vs McMann,1.0,wbw,dec_spl,3,300,36630b8c820db52b,Alexis Davis ,Jessica Eye,2014-02-22
UFC 170: Rousey vs McMann,1.0,bw,dec_una,3,300,faaa7340f4ede814,Raphael Assuncao ,Pedro Munhoz,2014-02-22
UFC 170: Rousey vs McMann,0.0,bw,dec_una,3,300,41727d51af72b1d5,Cody Gibson ,Aljamain Sterling,2014-02-22
UFC 170: Rousey vs McMann,1.0,flw,dec_una,3,300,1a8b815679bc89b8,Zach Makovsky ,Josh Sampo,2014-02-22
UFC 170: Rousey vs McMann,0.0,lw,ko_tko,1,84,dc28c6e66f333d2a,Rafaello Oliveira ,Erik Koch,2014-02-22
UFC 170: Rousey vs McMann,1.0,lw,dec_spl,3,300,328ae84bf2af537e,Ernest Chavez ,Yosdenis Cedeno,2014-02-22
UFC Fight Night: Machida vs Mousasi,1.0,mw,dec_una,5,300,aa11f2375ee2118f,Lyoto Machida ,Gegard Mousasi,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,mw,dec_una,3,300,ffbc12e4f821ec68,Jacare Souza ,Francis Carmont,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,ww,ko_tko,1,52,dadde3eb4e5f43b4,Erick Silva ,Takenori Sato,2014-02-15
UFC Fight Night: Machida vs Mousasi,0.0,ww,dec_una,3,300,d0e084b6345c5af0,Viscardi Andrade ,Nicholas Musoke,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,ftw,sub,3,160,b96e1222eb1a0faf,Charles Oliveira ,Andy Ogle,2014-02-15
UFC Fight Night: Machida vs Mousasi,0.0,lw,dec_una,3,300,cfefbf79340d3346,Cristiano Marcello ,Joe Proctor,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,lw,dec_una,3,300,420114bb94080b3c,Rodrigo Damm ,Ivan Jorge,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,lw,dec_spl,3,300,ea60fdcfd423a15e,Francisco Trinaldo ,Jesse Ronson,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,bw,dec_spl,3,300,01d4d1d8bcb014cf,Iuri Alcantara ,Wilson Reis,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,ftw,dec_una,3,300,8619c3cde7dd4e15,Felipe Arantes ,Maximo Blanco,2014-02-15
UFC Fight Night: Machida vs Mousasi,1.0,ww,dec_spl,3,300,496a169f4c9becec,Ildemar Alcantara ,Albert Tumenov,2014-02-15
UFC Fight Night: Machida vs Mousasi,0.0,ftw,dec_una,3,300,816119e4d9d983b1,Douglas Silva de Andrade ,Zubaira Tukhugov,2014-02-15
UFC 169: Barao vs Faber 2,0.0,hw,dec_una,3,300,651bdd9e17a58c5d,Frank Mir ,Alistair Overeem,2014-02-01
UFC 169: Barao vs Faber 2,0.0,flw,dec_una,3,300,a851348faa460c2d,John Lineker ,Ali Bagautinov,2014-02-01
UFC 169: Barao vs Faber 2,0.0,lw,ko_tko,2,152,fe936088ec4dcb0d,Jamie Varner ,Abel Trujillo,2014-02-01
UFC 169: Barao vs Faber 2,0.0,lw,dec_una,3,300,b9be2e52d02886e2,John Makdessi ,Alan Patrick,2014-02-01
UFC 169: Barao vs Faber 2,1.0,flw,dec_una,3,300,b705fb146638d859,Chris Cariaso ,Danny Martinez,2014-02-01
UFC 169: Barao vs Faber 2,1.0,mw,dec_spl,3,300,c145e4b6206d4c18,Nick Catone ,Tom Watson,2014-02-01
UFC 169: Barao vs Faber 2,1.0,lw,dec_una,3,300,b51163f358495b41,Al Iaquinta ,Kevin Lee,2014-02-01
UFC 169: Barao vs Faber 2,1.0,mw,dec_una,3,300,131732f248cd2829,Clint Hester ,Andy Enz,2014-02-01
UFC 169: Barao vs Faber 2,0.0,lw,dec_una,3,300,bc9dd73e0a982c08,Anthony Rocco Martin ,Rashid Magomedov,2014-02-01
UFC 169: Barao vs Faber 2,1.0,ww,dec_una,3,300,7a91b26b3e231fff,Neil Magny ,Gasan Umalatov,2014-02-01
UFC on FOX: Henderson vs Thomson,1.0,lw,dec_spl,5,300,7fda79ba69b06c0b,Benson Henderson ,Josh Thomson,2014-01-25
UFC on FOX: Henderson vs Thomson,1.0,hw,dec_una,3,300,77d82e8a220053ea,Stipe Miocic ,Gabriel Gonzaga,2014-01-25
UFC on FOX: Henderson vs Thomson,1.0,lw,ko_tko,1,280,ca8e482388e7ac82,Donald Cerrone ,Adriano Martins,2014-01-25
UFC on FOX: Henderson vs Thomson,0.0,ftw,dec_una,3,300,6fdcd1caa0e9d239,Darren Elkins ,Jeremy Stephens,2014-01-25
UFC on FOX: Henderson vs Thomson,1.0,bw,sub,3,279,6a7f68feb5c0755d,Alex Caceres ,Sergio Pettis,2014-01-25
UFC on FOX: Henderson vs Thomson,1.0,bw,ko_tko,2,256,97ad3419f2029ba1,Eddie Wineland ,Yves Jabouin,2014-01-25
UFC on FOX: Henderson vs Thomson,0.0,bw,dec_una,3,300,df7cf7ef41eccbe6,Ramiro Hernandez ,Hugo Viana,2014-01-25
UFC on FOX: Henderson vs Thomson,1.0,lw,ko_tko,2,296,3f1d1bd33a296f26,Daron Cruickshank ,Mike Rio,2014-01-25
UFC on FOX: Henderson vs Thomson,1.0,ww,dec_una,3,300,ea0f7fe570c1533f,George Sullivan ,Mike Rhodes,2014-01-25
UFC on FOX: Henderson vs Thomson,0.0,hw,ko_tko,1,25,e53c8a20819f9be6,Walt Harris ,Nikita Krylov,2014-01-25
UFC Fight Night: Rockhold vs Philippou,1.0,mw,ko_tko,1,151,0f3e6876516edeaf,Luke Rockhold ,Constantinos Philippou,2014-01-15
UFC Fight Night: Rockhold vs Philippou,0.0,mw,dec_una,3,300,8d6392d59e1ca099,Lorenz Larkin ,Brad Tavares,2014-01-15
UFC Fight Night: Rockhold vs Philippou,1.0,bw,dec_una,3,300,55139052f4641670,TJ Dillashaw ,Mike Easton,2014-01-15
UFC Fight Night: Rockhold vs Philippou,1.0,mw,ko_tko,3,203,7e3609b672c7ecf9,Yoel Romero ,Derek Brunson,2014-01-15
UFC Fight Night: Rockhold vs Philippou,1.0,flw,dec_spl,3,300,eea06604a47ea9a8,John Moraga ,Dustin Ortiz,2014-01-15
UFC Fight Night: Rockhold vs Philippou,1.0,ftw,sub,2,114,fac335e6aeff29f5,Cole Miller ,Sam Sicilia,2014-01-15
UFC Fight Night: Rockhold vs Philippou,1.0,lw,dec_una,3,300,bbb810f50d60b31a,Ramsey Nijem ,Justin Edwards,2014-01-15
UFC Fight Night: Rockhold vs Philippou,0.0,lw,dec_una,3,300,3b8b70b448b0c604,Isaac Vallie-Flagg ,Elias Silverio,2014-01-15
UFC Fight Night: Rockhold vs Philippou,1.0,mw,dec_spl,3,300,94608c62dd497366,Trevor Smith ,Brian Houston,2014-01-15
UFC Fight Night: Rockhold vs Philippou,0.0,flw,dec_una,3,300,c2f70bd2fc1bac73,Alptekin Ozkilic ,Louis Smolka,2014-01-15
UFC Fight Night: Rockhold vs Philippou,1.0,lw,dec_una,3,300,1143d37503a9527d,Vinc Pichel ,Garett Whiteley,2014-01-15
UFC Fight Night: Rockhold vs Philippou,0.0,lw,sub,1,105,6f3e189c393c0e09,Charlie Brenneman ,Beneil Dariush,2014-01-15
UFC Fight Night: Saffiedine vs Lim,1.0,ww,dec_una,5,300,3ff7d02ef633ee22,Tarec Saffiedine ,Hyun Gyu Lim,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,ftw,sub,2,50,07d1d120dab41893,Tatsuya Kawajiri ,Sean Soriano,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,ww,dq,1,177,74edd53297a084b9,Kiichi Kunimoto ,Luiz Dutra,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,bw,sub,3,233,221cb15141299346,Kyung Ho Kang ,Shunichi Shimizu,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,ftw,ko_tko,2,147,4b69545737f1902a,Max Holloway ,Will Chope,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,lw,dec_una,3,300,ab8722d48a5a447e,Katsunori Kikuno ,Quinn Mulhern,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,bw,dec_una,3,300,e2bb4b8ce5ada2a8,Royston Wee ,Dave Galera,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,lw,dec_una,3,300,181429d8227794cb,Mairbek Taisumov ,Tae Hyun Bang,2014-01-04
UFC Fight Night: Saffiedine vs Lim,1.0,bw,sub,1,133,eb82e95ab678f8bc,Dustin Kimura ,Jon Delos Reyes,2014-01-04
UFC Fight Night: Saffiedine vs Lim,0.0,bw,sub,2,299,f7bd56e197bab2a6,Leandro Issa ,Russell Doane,2014-01-04
UFC 168: Weidman vs Silva 2,0.0,hw,ko_tko,1,60,a060b6b0dfe275b7,Josh Barnett ,Travis Browne,2013-12-28
UFC 168: Weidman vs Silva 2,1.0,lw,sub,1,222,39be68189f2d5074,Jim Miller ,Fabricio Camoes,2013-12-28
UFC 168: Weidman vs Silva 2,1.0,ftw,ko_tko,1,294,5e4f358e0bcc2f15,Dustin Poirier ,Diego Brandao,2013-12-28
UFC 168: Weidman vs Silva 2,0.0,mw,tko_doc,1,300,11706648d34ff3e8,Chris Leben ,Uriah Hall,2013-12-28
UFC 168: Weidman vs Silva 2,0.0,lw,ko_tko,2,92,b1fd21231f0604e1,Gleison Tibau ,Michael Johnson,2013-12-28
UFC 168: Weidman vs Silva 2,1.0,ww,dec_una,3,300,a6e494c82d136172,John Howard ,Siyar Bahadurzada,2013-12-28
UFC 168: Weidman vs Silva 2,1.0,ww,dec_una,3,300,49c0071ae52fc83a,William Macario ,Bobby Voelker,2013-12-28
UFC 168: Weidman vs Silva 2,1.0,ftw,ko_tko,3,12,27635cc4d9fcac98,Robert Peralta ,Estevan Payan,2013-12-28
UFC on FOX: Johnson vs. Benavidez 2,1.0,bw,sub,2,202,00566b4d89565373,Urijah Faber ,Michael McDonald,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,1.0,ftw,dec_una,3,300,631f0721b3fc56dc,Chad Mendes ,Nik Lentz,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,1.0,lw,dec_una,3,300,319d75c21fbb5d3f,Joe Lauzon ,Mac Danzig,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,0.0,ww,dec_una,3,300,c1d2ce95229cdbd9,Court McGee ,Ryan LaFlare,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,0.0,lw,dec_maj,3,300,a5c76ead1a2767b6,Danny Castillo ,Edson Barboza,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,1.0,lw,dec_una,3,300,f5fb4435faf1ca04,Bobby Green ,Pat Healy,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,0.0,flw,dec_una,3,300,5ffccdf4af20dc0d,Scott Jorgensen ,Zach Makovsky,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,1.0,lw,dec_una,3,300,5929c539190c8a07,Sam Stout ,Cody McKenzie,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,1.0,lw,ko_tko,2,95,4618dcef2dc6250f,Abel Trujillo ,Roger Bowling,2013-12-14
UFC on FOX: Johnson vs. Benavidez 2,0.0,flw,dec_spl,3,300,0f215b143e08f425,Darren Uyenoyama ,Alptekin Ozkilic,2013-12-14
UFC Fight Night: Hunt vs Bigfoot,1.0,lhw,ko_tko,1,63,b568f3700aa2c1f7,Mauricio Rua ,James Te Huna,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,1.0,lhw,dec_una,3,300,bfc321f0b0a7bf40,Ryan Bader ,Anthony Perosh,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,0.0,hw,ko_tko,1,129,45e6eec6b35d7dfe,Pat Barry ,Soa Palelei,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,0.0,mw,tko_doc,2,300,adc1b34f6988bd68,Dylan Andrews ,Clint Hester,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,0.0,wbw,dec_spl,3,300,39efb868dbe7e311,Julie Kedzie ,Bethe Correia,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,1.0,bw,dec_una,3,300,b951f2d4080ef172,Takeya Mizugaki ,Nam Phan,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,0.0,mw,dec_una,3,300,e982a2648d69fda6,Nick Ring ,Caio Magalhaes,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,0.0,flw,ko_tko,1,283,e14b4f2c7b36d0b9,Richie Vaculik ,Justin Scoggins,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,0.0,mw,dec_una,3,300,678eb77df5589eac,Bruno Santos ,Krzysztof Jotko,2013-12-06
UFC Fight Night: Hunt vs Bigfoot,0.0,ww,ko_tko,1,43,2389557cfa02df78,Ben Wall ,Alex Garcia,2013-12-06
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,0.0,lw,ko_tko,1,158,f0815638f558968d,Gray Maynard ,Nate Diaz,2013-11-30
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,1.0,wbw,dec_una,3,300,1b7bc992c26ac10f,Jessamyn Duke ,Peggy Morgan,2013-11-30
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,0.0,wbw,dec_una,3,300,2a940fac11da404d,Roxanne Modafferi ,Raquel Pennington,2013-11-30
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,1.0,ftw,dq,1,25,b186f4778257ca6d,Akira Corassani ,Maximo Blanco,2013-11-30
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,0.0,ftw,dec_spl,3,300,e9ec16e4e7cfb120,Rani Yahya ,Tom Niinimaki,2013-11-30
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,1.0,hw,dec_una,3,300,2b5058614b56a898,Jared Rosholt ,Walt Harris,2013-11-30
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,1.0,ww,dec_una,3,300,64e1197b8d5d0706,Sean Spencer ,Drew Dober,2013-11-30
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,1.0,flw,sub,2,271,c9ebbba18e4e1e84,Josh Sampo ,Ryan Benoit,2013-11-30
UFC 167: St-Pierre vs Hendricks,1.0,lhw,ko_tko,1,245,25cb0e15dfc8deb3,Rashad Evans ,Chael Sonnen,2013-11-16
