fighter,height,reach,stance,dob,fighter_id
Jimy Hettes,69.0,71.0,Southpaw,,893d51aaf024eddd
Conor Heun,70.0,,Orthodox,,fdb02029556ff4ed
Marcus Hicks,66.0,64.0,Southpaw,,e69c5ce12f4e762b
Jay Hieron,72.0,75.0,Orthodox,,5bb0a618ad03ac64
Brady Hiestand,68.0,71.0,Orthodox,,7af33fc4435017f1
Lee Higgins,,,,,88432fe79d5091d9
Jason High,68.0,73.0,Southpaw,,e5d03e4d966126bd
Richie Hightower,68.0,,Orthodox,,318e629d1eb7aa49
Alex Higley,70.0,,,,2af2d675f7d847e3
Corey Hill,76.0,80.0,Orthodox,,abbc737317f66b81
Isaiah Hill,70.0,,,,86b30a86664cb6e4
Angela Hill,63.0,64.0,Orthodox,,f0feeb2192937424
Tyler Hill,75.0,,Switch,,006efbb0c1621fd7
Jamahal Hill,76.0,79.0,Southpaw,1991-05-19,5444c5a201d3ee5a
Kailan Hill,73.0,77.0,Southpaw,,bc7efc037c5f6550
Branden Lee Hinkle,75.0,,Orthodox,,06f0ffa6446c5b6d
Hatsu Hioki,71.0,73.0,Orthodox,,ef7fa30364cbe7f2
Alan Hiro,65.0,,Orthodox,,483b3170b3c05cf0
Kuniyoshi Hironaka,70.0,70.0,Orthodox,,9d4522df6fc49a47
Mizuto Hirota,67.0,67.0,Orthodox,1981-05-05,35faad160d346839
Yuji Hisamatsu,70.0,,,,8332a607df696345
Kwan Ho Kwak,65.0,,Switch,,c13042265355a290
Matt Hobar,70.0,70.0,Southpaw,,b57edace7b647f07
Bobby Hoffman,74.0,,Orthodox,,afaad7d6a581e307
Sam Hoger,74.0,,Orthodox,,84a067c46306a737
Andrew Holbrook,71.0,70.0,Southpaw,,66ab58d0b3783607
Sean Holden,70.0,,,,acbb9c76f5894e36
Chris Holdsworth,71.0,,,,fc60ecf0671b9489
Kevin Holland,75.0,81.0,Orthodox,,3a46b268013afede
Roger Hollett,71.0,,Orthodox,,27d65e9d0fba61ea
Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9
Gabrielle Holloway,63.0,,,,e30715382f42b772
Jeremie Holloway,72.0,,,,ee28aa7f1043756c
Holly Holm,68.0,69.0,Southpaw,,634e2fb70bde3fd5
Rex Holman,75.0,,Southpaw,,b5ea750025697880
Joseph Holmes,76.0,80.0,Orthodox,,8d20d76af3f213ce
Kurt Holobaugh,71.0,70.0,Orthodox,,a7151778b3381036
Paddy Holohan,70.0,69.0,Orthodox,1988-05-03,6e7c758f5cdec01a
Ben Holscher,71.0,,,,6070f16bcfd89fcf
Mark Holst,72.0,,Orthodox,,c11f50e9c1513ce9
Scott Holtzman,69.0,69.0,Orthodox,,df1eb4354d18a906
Sabah Homasi,72.0,72.0,Orthodox,,71f048adbfed5b49
Mark Hominick,68.0,68.0,Orthodox,,0a97691039c4bbfb
Barb Honchak,64.0,65.0,Orthodox,,472f6f6e6d962f40
Chris Honeycutt,70.0,73.0,,,4d2e3320d815f687
Satoshi Honma,73.0,,Orthodox,1968-05-19,d2b1c1317a39f6c6
David Hood,72.0,,,,5af480a3b2e1726b
Lorenzo Hood,75.0,80.0,Southpaw,,7f9abc4db2d05764
Dan Hooker,72.0,75.0,Switch,,193b9d1858bc4df3
Chase Hooper,73.0,74.0,Southpaw,,971246648e162f0d
Darrell Horcher,70.0,70.0,Southpaw,,18e8b7070228e728
Moti Horenstein,76.0,,Orthodox,,baf942f4bcb09894
Yoshinori Horie,68.0,70.0,Orthodox,1995-05-10,3fa7688bfe48a493
Kyoji Horiguchi,65.0,66.0,Orthodox,,98aa60cf58071fd6
Jeremy Horn,73.0,74.0,Orthodox,,8d26912cd2aeb366
Matt Horning,64.0,,,,21632ba272c0785a
Chris Horodecki,69.0,69.0,Orthodox,,e29cf523ebd155c5
Jamey-Lyn Horth,67.0,,,,5c637af9472ae7cc
Matt Horwich,73.0,,Orthodox,,049d698d773eb3e1
John Hosman,70.0,,Southpaw,,57591bbf1623574e
Saeed Hosseini,,,,,21f2974fd08085e3
Jeff Hougland,67.0,68.0,Orthodox,,97a8f39186f489db
Trey Houston,71.0,,,,c6668eeb261588d3
Jamie Houston,,,,,4b1896310a907656
Brian Houston,74.0,,Orthodox,,36fbaa49a09ff997
Harold Howard,74.0,,Orthodox,,a2b06ca02bca14c0
John Howard,67.0,72.0,Orthodox,,fc31f896cde2bc2e
Shane Howell,68.0,,Orthodox,,a7de976620f2ed13
Hu Yaozong,75.0,72.0,Orthodox,,f1175ea3aafbf351
Carlos Huachin,64.0,67.0,Southpaw,,225def29ecfe0fc1
Brady Huang,69.0,69.0,Orthodox,,1ec1b6a7a29ffc71
Austin Hubbard,70.0,71.0,Orthodox,,d2cd7a69cc55e7ed
Collin Huckbody,75.0,76.0,Orthodox,,f372a848d250e006
Alex Huddleston,79.0,,,,8b9197746bd3e005
Roger Huerta,69.0,70.0,Orthodox,1983-05-20,daf1b84aebd6602b
Casey Huffman,75.0,,,,737d93a42b8c2e94
Matt Hughes,69.0,73.0,Switch,,621a6c59f88a44fe
Mark Hughes,69.0,,Southpaw,,d62bb4d84a7267ba
Jeff Hughes,74.0,77.0,Orthodox,1988-05-17,6a11e325aa60ad02
Sam Hughes,65.0,64.0,Orthodox,,e94085e821bd81de
David Hulett,70.0,,,,b0718335e9868cfd
Bryan Humes,,,,,b9c75e7fc910f587
Abongo Humphrey,71.0,,Orthodox,,cb1b4d237b0079e6
Harry Hunsucker,74.0,75.0,Orthodox,,f703250471acaf96
Mark Hunt,70.0,72.0,Orthodox,,eef9b891edbd4604
Alex Hunter,69.0,,Orthodox,,baa5358456803df8
Adam Hunter,73.0,,Orthodox,,edc9eb3051f444fa
Joe Hurley,68.0,,,,21b54430c8eeb9cc
Solomon Hutcherson,71.0,,Southpaw,,155bfc7ed36622df
Al Iaquinta,70.0,70.0,Orthodox,,59279a7c978f7da0
Khadis Ibragimov,75.0,78.0,Orthodox,1995-05-21,c3218c810959d279
Minoki Ichihara,67.0,,Orthodox,,4565d435005319c0
Dan Ige,67.0,71.0,Orthodox,,82a5152216251682
Valeri Ignatov,69.0,,Orthodox,,7b6ce3a9460565b5
Sergey Ignatov,69.0,,Orthodox,,df9e9c1f65805d29
Fabiano Iha,68.0,,Orthodox,,263ebd4a669e1e98
Seichi Ikemoto,71.0,,Orthodox,,81f38d1640c4e70d
Mikhail Iloukhine,69.0,,Orthodox,,b71667c778b6d9e5
Zelim Imadaev,72.0,76.0,Orthodox,,7f0f171414d0a287
Yusuke Imamura,68.0,,Orthodox,,2ce6541127b0e232
Masakazu Imanari,64.0,,Southpaw,,a4dd5c9a75763295
Nassourdine Imavov,75.0,75.0,Orthodox,,881bf86d4cba8578
Brad Imes,79.0,,Orthodox,,4908c5ee68a50ee5
Chris Indich,70.0,,,,d5b7fac960e58920
Chris Inman,,,,,f0a381ba65d2a933
Guto Inocente,75.0,,Orthodox,1986-05-29,e7fe5315b1efeb92
Enson Inoue,70.0,,Orthodox,,0cf935519d439ba6
Egan Inoue,69.0,,Southpaw,,37a6c95201592fea
Katsuya Inoue,69.0,,Southpaw,,b5882371e2a3900d
Takeshi Inoue,68.0,,,,a61a0cd2829e5d4e
Naoki Inoue,69.0,71.0,Orthodox,,199eb7cf6ae90294
Inoue Mizuki,63.0,65.0,Orthodox,,43a59ce3bb40449e
Jorge Interiano,73.0,,,,1e75e6c9de99fa76
Jason Ireland,69.0,,Southpaw,,05a0556072931f01
James Irvin,74.0,75.0,Orthodox,,a7f4d0902bb64092
Eric Irvin,68.0,,,,a47c2a6e24757932
Mitsuhiro Ishida,66.0,,Southpaw,,82f5c81f4e3c3eb5
Teruto Ishihara,67.0,69.0,Southpaw,,88cd34d836b4ebcd
Satoshi Ishii,71.0,,Orthodox,,c8a49ff2acb6f3c5
Yuki Ishikawa,71.0,,Orthodox,,119ebea97e914dcf
Eiji Ishikawa,70.0,,,,eb89dc31949a1427
Tokimitsu Ishizawa,72.0,,Orthodox,,f3155a94ca420126
Damir Ismagulov,70.0,74.0,Orthodox,,135d124172a0bea3
Wallid Ismail,67.0,,Orthodox,,da6dfd09cca1d705
Leandro Issa,67.0,69.0,Orthodox,,d1e1fdcea7c8a90a
Blagoy Ivanov,71.0,73.0,Southpaw,,1788eee370f077b7
Anthony Ivy,74.0,74.0,Orthodox,,3c5005b66696d790
Tomomi Iwama,63.0,,Orthodox,,ac5f67109accb482
Tatsuya Iwasaki,69.0,,Orthodox,,243b07fc65ccbb16
Yoislandy Izquierdo,71.0,,Southpaw,,afc2a7ce0c763bd5
Hiroshi Izumi,,,Orthodox,,53e4e21f4c688801
Yves Jabouin,67.0,68.0,Orthodox,1979-05-30,b4eeac608fc82f88
Kevin Jackson,70.0,,Switch,,13b2f59210dda9cc
Eugene Jackson,68.0,,Orthodox,,ce783bf73b5131f9
Quinton Jackson,73.0,73.0,Orthodox,,ffc088e64fab57e9
Jeremy Jackson,70.0,,Orthodox,,ad32471f01e7b1a5
Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
Kenyon Jackson,72.0,,,,56c5132870a526d5
Mike Jackson,74.0,,Orthodox,,0641c21bec209472
Jason Jackson,73.0,78.0,Orthodox,,ca8da445dfa82d56
Montel Jackson,70.0,75.0,Southpaw,,cc1a8b4b38b92c6d
Eric Jacob,,,,,ba17afef01ed78b6
Dustin Jacoby,75.0,76.0,Orthodox,,e4277e87a789d687
Justin James,70.0,,Orthodox,,1ea8df62b3f8fea6
Nate James,72.0,,,1978-05-29,a34fecf2f4e5a317
Virna Jandiroba,63.0,64.0,Orthodox,1988-05-30,7dda2cf308f24a02
Ryan Janes,75.0,76.0,Orthodox,,b59037262c8fe060
Josh Janousek,71.0,,Orthodox,,8f7380fb0916dc77
Dave Jansen,69.0,73.0,Orthodox,,335ad945324c3a2e
Jaime Jara,73.0,,Southpaw,,805ad1801eb26abb
Gigo Jara,69.0,,,,99d5cf1eda8b25c1
Keith Jardine,74.0,76.0,Orthodox,,b9d0fd83bb8a147a
Brock Jardine,71.0,,Orthodox,,64959f90b6dd9759
Josh Jarvis,,,,,32e8e0e8498f03c2
Rony Jason,67.0,73.0,Orthodox,,b71ce838b01f2cad
Jasmine Jasudavicius,67.0,68.0,Orthodox,,a9e260472d321361
Louis Jauregui,67.0,,,,0e8744ded08ee5fb
Justin Jaynes,67.0,68.0,Orthodox,,304a21d0595e1a08
Joanna Jedrzejczyk,66.0,65.0,Orthodox,,3d6749c4267da18f
Aaron Jeffery,74.0,73.0,Orthodox,,ccdcb20370be62a3
Trent Jenkins,74.0,,,,02fc8f50f56eb307
Bubba Jenkins,67.0,,,,5e841bb3752b6e86
Adrienna Jenkins,68.0,,,,dae85a6a83f53215
Brandon Jenkins,72.0,71.0,Switch,,6a8928652fc01bee
Steve Jennum,70.0,,Orthodox,,ad047e3073a775f3
Ryan Jensen,73.0,76.0,Orthodox,,aae99701b21554e4
Kyle Jensen,69.0,,Orthodox,,aec273fcb765330d
Chan-Mi Jeon,65.0,,Orthodox,,24174a3f44ce8e03
Maciej Jewtuszko,72.0,,Southpaw,,6b5b9be990774f0e
Ronald Jhun,71.0,,Orthodox,,b9e871af730f826c
Gilbert Jimenez,,,,,59d36ddfcb27b7dc
Art Jimmerson,73.0,,Orthodox,,a5c53b3ddb31cc7d
Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155
Sung Bin Jo,72.0,72.0,Orthodox,,6e0e977beb909837
Carls John De Tomas,65.0,71.0,Southpaw,,2a4200ead401a9ce
Phil Johns,62.0,,Southpaw,,a8fa0c4e95512806
Brett Johns,67.0,71.0,Orthodox,,ec52462a1b41f714
Miles Johns,67.0,66.0,Orthodox,,46e0d677f91bacc0
Anthony Johnson,74.0,78.0,Orthodox,,365fee2da473b177
DaMarques Johnson,73.0,75.0,Orthodox,,322a56923b396b4d
Devin Johnson,,,,,22f4b6cb6b1bd7fd
Travis Johnson,,,,,443835675e8fc6ca
Ricky Johnson,68.0,,Orthodox,,fa2fca260beeb9c0
Tony Johnson,74.0,76.0,Orthodox,1983-05-02,3641a0d117e9bc6c
Lavar Johnson,76.0,82.0,Orthodox,,e6c5908910cc26e4
Demetrious Johnson,63.0,66.0,Orthodox,,8a304bfd6bf04a57
Michael Johnson,70.0,73.0,Southpaw,,511e82663651438d
Deshaun Johnson,,,,,bf97ad31eae89429
Kajan Johnson,71.0,75.0,Orthodox,,633a45d131192ffe
Dashon Johnson,67.0,,Orthodox,,36207c58e854cae5
Timothy Johnson,75.0,77.0,Southpaw,,cc900af167fbedfd
Tony Johnson,73.0,,,,a45bab49951a45cd
Jordan Johnson,74.0,79.0,Orthodox,,99bcdf5eac39898f
Taylor Johnson,72.0,74.0,Switch,,552b09cbf13b6328
Chad Johnson,74.0,80.0,Orthodox,,6ce9a012e4c6020c
Jose Johnson,72.0,72.0,Orthodox,1995-05-25,84f727cf0166d6f2
Brian Johnston,75.0,,Orthodox,,1c3f5e85b59ec710
Liana Jojua,64.0,62.0,Orthodox,,eebc23626e38f5dc
Daniel Jolly,73.0,75.0,Orthodox,,eeabcd4dc6619129
Paul Jones,69.0,,Orthodox,,f341f9551ba744e2
Jon Jones,76.0,84.0,Orthodox,,07f72a2a7591b409
Nathan Jones,83.0,,Orthodox,,f54fb3b9c4228142
Marcus Jones,78.0,,Orthodox,,8fa2b06572365321
Carlton Jones,73.0,,Orthodox,,f117c3e8c1aa7b9e
Jesse Jones,69.0,,,,bc0f994de0521926
Tito Jones,68.0,,Southpaw,,7b223a22a6c26868
Roy Jones,,,,,be8dfcf0442812b1
Justin Jones,71.0,,Orthodox,,9b75954db8db2a08
Ben Jones,,,,,329aff8e958a2997
Victor Jones,,,,,04f0471f221db717
Chris Jones,69.0,,,,509319d35664369e
Roshaun Jones,68.0,,,,8a9f54b9056b07f5
Jamelle Jones,72.0,75.0,Orthodox,,1dda22d0ac3d1271
Antonio Jones,71.0,,Orthodox,,f1fd494586ab8d5f
Trevin Jones,67.0,70.0,Southpaw,,ec23c1be628d8057
Mason Jones,70.0,74.0,Orthodox,,f6ad6a1e4d600e0d
Jocelyn Jones-Lybarger,67.0,64.0,Orthodox,,1a98c9dbb7fc3959
Kevin Jordan,75.0,,Orthodox,,02e52b3a595f0786
Joe Jordan,66.0,,Orthodox,,712c4db78b9373d1
Shawn Jordan,72.0,75.0,Southpaw,,ca2efc9d7d523c43
Ivan Jorge,69.0,73.0,Orthodox,,19db7ac26308178f
Scott Jorgensen,65.0,66.0,Orthodox,,0b64d0fed453ef7f
Gareth Joseph,,,,,8ecb9f42da5ef5ac
Dwight Joseph,66.0,,Switch,,34ca93f1791a5c50
Jeff Joslin,72.0,,Orthodox,,388abbf8832b5adf
Krzysztof Jotko,73.0,77.0,Southpaw,,4e06913c91da5200
Alan Jouban,72.0,73.0,Southpaw,,cf65d56b0755ed3b
Charles Jourdain,69.0,69.0,Switch,,f1d64ae34e088832
Mike Joy,66.0,,Southpaw,,35080a7f406f9ab3
Dustin Joynson,78.0,78.0,Orthodox,,791367e8c35cfb6a
Tony Juarez,,,,,97f3692d5444a80a
Jesse Juarez,73.0,,Orthodox,1981-05-08,cd039ff136d89ded
Steve Judson,71.0,,Orthodox,,6ece1d2ab1bed31d
Luke Jumeau,71.0,72.0,Orthodox,,4c288a2b250bb576
Bu-Kyung Jung,67.0,,Orthodox,1978-05-26,b35d1650c78c2948
Chan Sung Jung,67.0,72.0,Orthodox,,c451d67c09c55418
Young Sam Jung,68.0,,Orthodox,,13104eaed3ae96c3
Da-Un Jung,76.0,78.0,Orthodox,,74f9448b97bf8bec
Scott Junk,73.0,,Orthodox,,ac70a4f1db1b8c40
Myles Jury,70.0,73.0,Orthodox,,08e908ed6d18d6a0
Cristiane Justino,68.0,68.0,Orthodox,,634bb0de2eb043b4
Patrick Kaase,69.0,,,,b180f05acb24d430
Emily Kagan,63.0,,,,c1ea9d56cd953586
Oron Kahlon,68.0,70.0,Orthodox,,00a35c92b03992b0
Sirwan Kakai,65.0,,Orthodox,,2525a853486ee670
Saidyokub Kakhramonov,68.0,69.0,Orthodox,,50a28b9f8314e008
Geza Kalman,73.0,,,,304fcd812f12c589
Bryson Kamaka,71.0,,Orthodox,,9336e86cfd4ceaa1
Kai Kamaka,67.0,69.0,Orthodox,,eee0ef3e2b14816b
Martin Kampmann,72.0,72.0,Orthodox,,8b69839f3555a67b
Bharat Kandare,67.0,72.0,Orthodox,,efd2b3e9bb7965a4
Hiromitsu Kanehara,70.0,,Orthodox,,eda579d906cf0ca2
Masanori Kanehara,67.0,67.0,Orthodox,,f3a078277b3b8ff4
Ken Kaneko,72.0,,Orthodox,,5345f86680378fc1
Denis Kang,71.0,77.0,Orthodox,,3c241737a6069b9f
Kyung Ho Kang,69.0,73.0,Orthodox,,a7897d200692ab64
Manel Kape,65.0,68.0,Southpaw,,5d1b7e3dd9e11074
David Kaplan,67.0,,Orthodox,,5669b828e7e11329
Kai Kara-France,64.0,69.0,Orthodox,,853eb0dd5c0e2149
Georgi Karakhanyan,68.0,,,1985-05-29,43292ecf0e72c143
Alex Karalexis,68.0,66.0,Orthodox,,e361e5c858af6ff1
Impa Kasanganay,71.0,75.0,Orthodox,,257b0c8d6f199895
Nadia Kassem,65.0,66.0,Southpaw,,6e7506127408aa9e
Yusuke Kasuya,67.0,,Southpaw,,3058888c33149a53
Tetsuji Kato,,,Orthodox,,542db012217ecb83
Hisaki Kato,72.0,,,,ebf1c247b2cba375
Brad Katona,66.0,64.0,Orthodox,,7b433309b0fd12aa
Calvin Kattar,71.0,72.0,Orthodox,,751de04455cfaac0
Sarah Kaufman,65.0,66.0,Orthodox,,36df8e119aec6175
Yusuke Kawaguchi,72.0,,,,fa2320781bfe4f49
Canaan Kawaihae,72.0,71.0,Southpaw,,58d42b9e920b25fc
Tatsuya Kawajiri,67.0,69.0,Orthodox,1978-05-08,80d918336163b80c
Ryo Kawamura,71.0,,Orthodox,,9e91d7fd2720e241
Doug Kay,,,,,547c5611bd366988
Julie Kedzie,65.0,,Orthodox,,981ab7a0576f76a0
Ryan Keenan,70.0,,,,a72b20136239ba39
CJ Keith,72.0,,Orthodox,,c0eecd851dbf3146
Chris Kelades,67.0,68.0,Orthodox,,56c9acc4e86046a2
Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
Mayana Kellem,65.0,,Orthodox,,c788481ae19e798d
Tony Kelley,69.0,70.0,Switch,,1a08b01fdabb6ae2
Paul Kelly,69.0,70.0,Orthodox,,aac5ac38148f0528
John Kelly,69.0,,,,ace83095105dd205
Daniel Kelly,72.0,70.0,Southpaw,,bdcbb976816fd256
Tim Kennedy,71.0,74.0,Orthodox,,3c660c90d48fc80d
Steve Kennedy,71.0,,Orthodox,,185fb0200a4605e6
Jeremy Kennedy,71.0,71.0,Orthodox,,68f6e96c5fa6e044
Waylon Kennell,72.0,,,,9b8a73b59be8d786
Casey Kenney,67.0,68.0,Southpaw,,e7bba7ce4d6c7b07
Aurelijus Kerpe,,,Orthodox,,c1e4ae143cce7398
Mark Kerr,75.0,,Switch,,a7b48e18ca27795d
Will Kerr,70.0,69.0,Orthodox,,ef61d9f5176b3200
Ron Keslar,,,,,b84f34b425dfd24b
Rustam Khabilov,68.0,73.0,Orthodox,,9b7694d064a8a0ad
Adam Khaliev,72.0,,Orthodox,,1aba18b5f15d4956
Sergey Khandozhko,73.0,74.0,Orthodox,1992-05-19,90da09db03e41748
Sergei Kharitonov,72.0,,Orthodox,,0693b2eab79198ea
Alfred Khashakyan,68.0,70.0,Orthodox,,3929efe0c0a83d07
Aliaskhab Khizriev,69.0,74.0,Southpaw,,7ab478c397cd68ef
Pannie Kianzad,67.0,66.0,Orthodox,,91dac5e69e28d5b5
Akira Kikuchi,68.0,,Orthodox,,9c37681096c6f3a9
Katsunori Kikuno,68.0,66.0,Orthodox,,44470bfd9483c7ad
Sanae Kikuta,69.0,,Orthodox,,e4bde462b043d3e1
Jacob Kilburn,69.0,72.0,Orthodox,,637bd06c32219f0b
Dong Hyun Kim,74.0,76.0,Southpaw,,9bcf8603ceb25680
Jin Oh Kim,69.0,,Orthodox,,8d04923f2db59b7f
Dae Won Kim,71.0,,Orthodox,,354808cf38d9d73c
Jong Wang Kim,73.0,,,,380e8b023290d091
Jong Won Kim,67.0,,Orthodox,,9e0f28d1f639ad73
Min Soo Kim,73.0,,Southpaw,,831b937811804dad
Jong Man Kim,67.0,,Orthodox,,dba230fe33011201
Ji Yeon Kim,67.0,72.0,Orthodox,,a20f234df70f2182
Jeremy Kimball,72.0,72.0,Switch,,917a5cb9821df261
Rob Kimmons,70.0,73.0,Orthodox,,054defd5420a551f
Dustin Kimura,67.0,71.0,Orthodox,1989-05-21,fe91d254db77a7fc
Taiei Kin,71.0,,Orthodox,,c7ac79839e86ce33
Mike King,75.0,,,,564c2f5f9eb45d67
Kyle Kingsbury,76.0,79.0,Orthodox,,b959e8c7fd8390d2
Kamuela Kirk,70.0,75.0,Switch,,c7d7fda69ec410d3
Yurij Kiseliov,68.0,,Orthodox,,51d2aaaca56e5b40
Justine Kish,65.0,64.0,Orthodox,,928ae2e5b5f7a9ec
Koji Kitao,79.0,,Southpaw,,2a6f8136da1e52c0
Satoru Kitaoka,66.0,,,,e2ac5bb645f33088
Ludovit Klein,67.0,72.0,Southpaw,,5b86d491d63890c5
Seth Kleinbeck,74.0,,,,8ad022dd81224f61
Stefan Klever,,,Orthodox,,bc3876891e155bb5
Drakkar Klose,69.0,70.0,Orthodox,,7cbf7c78d3b34218
Michael Knaap,74.0,,Orthodox,,02f0e04acf102ea9
Kevin Knabjian,70.0,,Orthodox,,1fac46d466abd5b8
Jason Knight,70.0,71.0,Orthodox,,bb1a2cdad6ff34db
William Knight,70.0,73.0,Orthodox,,5da33b8fbfa5ee95
Isao Kobayashi,68.0,,,,a02652d063ef5baa
Kelly Kobold,66.0,,Orthodox,,c398235fcaf8d71d
Erik Koch,70.0,71.0,Southpaw,,99bd87a300079ed9
Sokun Koh,73.0,,,,6d8ef8706781c49e
Shingo Kohara,66.0,,,,44c233770075cea1
Brad Kohler,69.0,,Orthodox,1964-05-26,13c4313ed0f744f3
Charlie Kohler,69.0,,Orthodox,,5717efc6f271cd52
Tsuyoshi Kohsaka,71.0,,Orthodox,,b76ed59283d3559c
Kaloyan Kolev,74.0,73.0,Orthodox,,33de378ce1734638
John Kolosci,71.0,,Orthodox,,5f6038bcdb95e3e4
Yuki Kondo,71.0,,Southpaw,,1fe7adb23b3eedfb
Syuri Kondo,64.0,66.0,Orthodox,,a851c35f58199231
Cheick Kongo,76.0,82.0,Orthodox,1975-05-17,1eacf73d6a0055dc
Andrei Kopylov,74.0,,Orthodox,,dd39f1ca787a3d9d
Roman Kopylov,72.0,75.0,Southpaw,1991-05-04,9d83f6da776ff7d6
Bruno Korea,66.0,65.0,,,6c011be66326ad97
Andrey Koreshkov,72.0,,,,aee885b8ca29ab4f
Josh Koscheck,70.0,73.0,Orthodox,,dd37fd509af89f15
Naoyuki Kotani,68.0,66.0,Southpaw,,bc8f6b42767e28df
Ilya Kotau,,,,,a68d57ae177a5815
Iouri Kotchkine,74.0,,Orthodox,,c6becb722706c7d8
Matt Kovacs,72.0,,Orthodox,,8fbcd82bf7f352bf
Marcus Kowal,,,,,ad0e42800a0d8977
Karolina Kowalkiewicz,63.0,64.0,Orthodox,,d7c3816669784109
Steve Kozola,,,,,fc36e2352dccf2a4
Derrick Krantz,70.0,72.0,Orthodox,,714e1e0681ddb703
James Krause,74.0,73.0,Orthodox,,8f6a18831a120817
Pascal Krauss,73.0,,Orthodox,,a01e84abefd85ec0
Rene Kronvold,68.0,,Orthodox,,db05271715bb4874
Jorgen Kruth,74.0,,,1974-05-08,6071d786f6187810
Nikita Krylov,75.0,77.0,Orthodox,,1091d4d957141094
Mariusz Ksiazkiewicz,75.0,75.0,Southpaw,,ab16537dd1e5e81d
Junya Kudo,,,Orthodox,,487c170da059857d
John Kuhner,,,,,a272656ad662ac53
Michael Kuiper,72.0,73.0,Orthodox,,b7f38813485745da
Anton Kuivanen,68.0,72.0,Orthodox,1984-05-01,706f8e2b34e8e18b
Maiju Kujala,,,,,4e77d070239699e2
Aleksei Kunchenko,68.0,70.0,Orthodox,1984-05-02,e2ccd9a9ace60de7
Rizvan Kuniev,76.0,76.0,Orthodox,,739fd4fbb5d862f4
Keigo Kunihara,72.0,,Orthodox,,782a2a17d3e38fdf
Kiichi Kunimoto,70.0,71.0,Orthodox,1981-05-01,71df36d6d8cf0d74
Yana Kunitskaya,66.0,68.0,Orthodox,,3143bf892608139a
Leo Kuntz,70.0,,Orthodox,,6905d45bd71b50a9
Korey Kuppe,77.0,77.0,Switch,,780a2897055e3ee3
Ramazan Kuramagomedov,73.0,73.0,Orthodox,,b6a73e6f11a8835c
Tsuyoshi Kurihara,70.0,,Orthodox,,032b65d5fff611b2
Eldari Kurtanidze,66.0,,Orthodox,,4c78fc005a53831d
Kyle Kurtz,,,,,b490def93478ae29
Guram Kutateladze,71.0,72.0,Orthodox,,7772b283d288dbe2
Lina Kvokov,69.0,,Orthodox,,843dd76c50cae0f6
Kaleo Kwan,67.0,,,,2545c7f47a65bca3
Jarrod Kwitty,68.0,,,,849d15ed7e3a0e97
Mike Kyle,76.0,77.0,Orthodox,,56b8b24f65f9f057
Achmed Labasanov,75.0,,Orthodox,,b3fb8d2293e17a59
Josh LaBerge,70.0,,,,5108b169b5fe1f86
Jeremiah Labiano,70.0,,,,4fe1d105af549845
Kemran Lachinov,,,,,eb84192d1a97f69e
Aspen Ladd,66.0,66.0,Orthodox,,d4691518d012b9e7
Ryan LaFlare,73.0,74.0,Southpaw,,4c7781da8c6cae93
Ben Lagman,74.0,,,,b40e65d71a8d4ce5
Noad Lahat,69.0,69.0,Orthodox,,9f755fb04cc21499
Tina Lahdemaki,62.0,,Orthodox,1988-05-28,e5ca2bc2451a5956
Yohan Lainesse,73.0,76.0,Orthodox,,f998f5c102250d6e
Tim Lajcik,73.0,,Orthodox,,c7e9d15cfce52f1d
Todd Lally,67.0,,Orthodox,,7d06092326c52528
Sean Lally,72.0,,Orthodox,,e62ce041bb7aeb1f
Ricardo Lamas,68.0,71.0,Orthodox,1982-05-21,3974fa35c917af1d
Jason Lambert,75.0,75.0,Orthodox,,5be86bb2f78fef2f
Jose Landi-Jons,71.0,,Orthodox,,7e062824c175f975
Nate Landwehr,69.0,72.0,Orthodox,,583ee11abddfc581
Austen Lane,78.0,,Orthodox,,be9bdec19b7e9ffe
Aaron Lanfranco,,,,,d73e856f150744b2
Jeremy Lang,71.0,,Southpaw,1975-05-11,09422812370fbdfe
Lionel Lanham,,,,,b8980dd7e8fc5976
Lina Lansberg,67.0,65.0,Orthodox,,2eeaefbfc7f9fcff
Taylor Lapilus,66.0,73.0,Southpaw,,8b1ed83b02303075
Chad Laprise,70.0,71.0,Orthodox,,c03a5022f8439f2a
Anthony Lapsley,69.0,,Southpaw,,f3a853544e4413c4
TJ Laramie,66.0,66.0,Orthodox,,cd2e5a390821fb48
Icho Larenas,75.0,,Orthodox,,49efbdc6c9f650c4
Lorenz Larkin,71.0,72.0,Orthodox,,9450848a71d53776
Jeremy Larsen,70.0,70.0,Orthodox,1984-05-18,c3bd649a9194e50c
Brock Larson,71.0,71.0,Southpaw,,5eedbf1e9601be35
Ryan Larson,,,,,7107e53ebd7435fb
Bobby Lashley,75.0,78.0,Orthodox,,b0826525fa17231d
Ilir Latifi,70.0,73.0,Orthodox,,e9a3aeb207578eea
Sione Latu,72.0,,,,5898357a45a73674
Jenel Lausa,65.0,68.0,Orthodox,,ec664422b22d9787
Joe Lauzon,70.0,71.0,Orthodox,1984-05-22,3bad7ef643840f67
Dan Lauzon,70.0,,Orthodox,,4c8d6fde2dde07c4
