event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date,L_f1,W_f1,fights_f1,L_f2,W_f2,fights_f2,fighter_x,height_x,reach_x,stance_x,dob_x,fighter_id_x,fighter_y,height_y,reach_y,stance_y,dob_y,fighter_id_y
UFC 244: Masvidal vs. Diaz,0.0,ftw,dec_spl,3,300,d7cbe2f23d75afd1,Julio Arce,Hakeem Dawodu,2019-11-02,3.0,4.0,7.0,3.0,1.0,4.0,Julio Arce,67.0,70.0,Southpaw,,1291edf2d566a71a,Hakeem Dawodu,68.0,73.0,Orthodox,,2c9d00968f818270
UFC Fight Night: Werdum vs. Volkov,1.0,ftw,sub,1,39,0b4583d204797d19,Danny Henry,Hakeem Dawodu,2018-03-17,1.0,2.0,3.0,3.0,1.0,4.0,Danny Henry,72.0,73.0,Orthodox,,f7d73e452b064bf2,Hakeem Dawodu,68.0,73.0,Orthodox,,2c9d00968f818270
UFC Fight Night: Luque vs. Dos Anjos,1.0,lhw,ko_tko,1,160,c57a4810c932b296,Khalil Rountree Jr.,Chris Daukaus,2023-08-12,3.0,3.0,6.0,4.0,2.0,6.0,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb,Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
UFC 282: Blachowicz vs. Ankalaev,1.0,hw,ko_tko,1,23,1779cc4ae925df01,Jairzinho Rozenstruik,Chris Daukaus,2022-12-10,2.0,2.0,4.0,4.0,2.0,6.0,Jairzinho Rozenstruik,74.0,78.0,Orthodox,,2cd428e9606856fd,Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
UFC Fight Night: Blaydes vs. Daukaus,1.0,hw,ko_tko,2,17,c4e866d9dd606faa,Curtis Blaydes,Chris Daukaus,2022-03-26,2.0,7.0,9.0,4.0,2.0,6.0,Curtis Blaydes,76.0,80.0,Orthodox,,fa6796c55d6c5440,Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
UFC Fight Night: Lewis vs. Daukaus,1.0,hw,ko_tko,1,216,4b7ec02b39fc6f70,Derrick Lewis,Chris Daukaus,2021-12-18,5.0,15.0,20.0,4.0,2.0,6.0,Derrick Lewis,75.0,79.0,Orthodox,,d3df1add9d9a7efb,Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
UFC 266: Volkanovski vs. Ortega,0.0,hw,ko_tko,2,83,f085f32bbb3220e1,Shamil Abdurakhimov,Chris Daukaus,2021-09-25,4.0,1.0,5.0,4.0,2.0,6.0,Shamil Abdurakhimov,75.0,76.0,Orthodox,,2f5cbecbbe18bac4,Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
UFC Fight Night: Blaydes vs. Lewis,0.0,hw,ko_tko,1,115,8f7328fe18806fb0,Aleksei Oleinik,Chris Daukaus,2021-02-20,5.0,6.0,11.0,4.0,2.0,6.0,Aleksei Oleinik,74.0,80.0,Orthodox,,98c23cb6da5b3352,Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
UFC Fight Night: Luque vs. Dos Anjos,0.0,wsw,sub,2,222,c2f730cb33df5221,Polyana Viana,Iasmin Lucindo,2023-08-12,4.0,3.0,7.0,1.0,1.0,2.0,Polyana Viana,65.0,67.0,Orthodox,,9673a497a9da119a,Iasmin Lucindo,63.0,,,,abcf2cc6efc42031
UFC Fight Night: Vera vs. Cruz,1.0,wsw,dec_una,3,300,833d67f423315d18,Yazmin Jauregui,Iasmin Lucindo,2022-08-13,1.0,2.0,3.0,1.0,1.0,2.0,Yazmin Jauregui,63.0,,,,40cb680ae1cd331f,Iasmin Lucindo,63.0,,,,abcf2cc6efc42031
UFC Fight Night: Luque vs. Dos Anjos,1.0,mw,dec_una,3,300,560a971c6ab8b854,AJ Dobson,Tafon Nchukwi,2023-08-12,1.0,1.0,2.0,3.0,1.0,4.0,AJ Dobson,73.0,76.0,Orthodox,,009c4420727149ea,Tafon Nchukwi,72.0,77.0,Orthodox,,6aae253467e8f9ce
UFC Fight Night: Tsarukyan vs. Gamrot,1.0,lhw,ko_tko,1,75,28be3fbe5c377380,Carlos Ulberg,Tafon Nchukwi,2022-06-25,0.0,5.0,5.0,3.0,1.0,4.0,Carlos Ulberg,76.0,77.0,Orthodox,,9014c02eff8b3d62,Tafon Nchukwi,72.0,77.0,Orthodox,,6aae253467e8f9ce
UFC Fight Night: Smith vs. Spann,0.0,lhw,dec_una,3,300,d06495deb1ff1750,Mike Rodriguez,Tafon Nchukwi,2021-09-18,2.0,0.0,2.0,3.0,1.0,4.0,Mike Rodriguez,76.0,82.0,Southpaw,,18b602842a24f7c5,Tafon Nchukwi,72.0,77.0,Orthodox,,6aae253467e8f9ce
UFC Fight Night: Rodriguez vs. Waterson,1.0,mw,dec_maj,3,300,8a95f0e3f9111f0c,Junyong Park,Tafon Nchukwi,2021-05-08,,,,3.0,1.0,4.0,Junyong Park,70.0,73.0,Orthodox,,285ae0b4a68221f4,Tafon Nchukwi,72.0,77.0,Orthodox,,6aae253467e8f9ce
UFC Fight Night: Luque vs. Dos Anjos,1.0,mw,dec_una,3,300,9a9479663bedf8b4,Josh Fremd,Jamie Pickett,2023-08-12,1.0,1.0,2.0,5.0,0.0,5.0,Josh Fremd,76.0,,,,ca43de99b07b6b40,Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a
UFC 285: Jones vs. Gane,1.0,mw,sub,1,174,2b9daf452ab40b9b,Bo Nickal,Jamie Pickett,2023-03-04,0.0,2.0,2.0,5.0,0.0,5.0,Bo Nickal,73.0,,,,35673bf5204524ee,Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a
UFC 279: Diaz vs. Ferguson,1.0,mw,ko_tko,2,292,77acb96700e89c92,Denis Tiuliulin,Jamie Pickett,2022-09-10,0.0,1.0,1.0,5.0,0.0,5.0,Denis Tiuliulin,,,,1988-05-17,0112352cb32f5026,Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a
UFC 262: Oliveira vs. Chandler,1.0,mw,ko_tko,1,64,5573d46130d6b967,Jordan Wright,Jamie Pickett,2021-05-15,3.0,1.0,4.0,5.0,0.0,5.0,Jordan Wright,74.0,77.0,Orthodox,,c878270af633eb11,Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a
UFC Fight Night: Thompson vs. Neal,1.0,mw,dec_una,3,300,0fe4906754b2d0f9,Tafon Nchukwi,Jamie Pickett,2020-12-19,1.0,1.0,2.0,5.0,0.0,5.0,Tafon Nchukwi,72.0,77.0,Orthodox,,6aae253467e8f9ce,Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a
UFC Fight Night: Luque vs. Dos Anjos,0.0,bw,ko_tko,1,139,2c160a1d1fdbf0b0,JP Buys,Marcus McGhee,2023-08-12,2.0,0.0,2.0,0.0,1.0,1.0,JP Buys,65.0,67.0,Orthodox,,0b362247806341e5,Marcus McGhee,,,,1990-05-07,c0ac37a4a1133da9
UFC Fight Night: Luque vs. Dos Anjos,1.0,lw,ko_tko,1,85,9576d9cba5cf5c4e,Terrance McKinney,Mike Breeden,2023-08-12,0.0,4.0,4.0,3.0,0.0,3.0,Terrance McKinney,70.0,73.0,Switch,,809bd1a871491508,Mike Breeden,70.0,70.0,Orthodox,,d80ee110748171ac
UFC Fight Night: Font vs. Vera,1.0,lw,dec_una,3,300,9217ecc287ac482d,Natan Levy,Mike Breeden,2022-04-30,0.0,2.0,2.0,3.0,0.0,3.0,Natan Levy,69.0,71.0,Southpaw,,a29db9cd4f9ccea5,Mike Breeden,70.0,70.0,Orthodox,,d80ee110748171ac
UFC Fight Night: Santos vs. Walker,1.0,lw,ko_tko,1,80,a00b4e82f9d4f92c,Alexander Hernandez,Mike Breeden,2021-10-02,,,,3.0,0.0,3.0,Alexander Hernandez,69.0,72.0,Orthodox,,262a7d06203657e6,Mike Breeden,70.0,70.0,Orthodox,,d80ee110748171ac
UFC Fight Night: Luque vs. Dos Anjos,0.0,ftw,ko_tko,1,288,9479ba3cdcb1e513,Francis Marshall,Isaac Dulgarian,2023-08-12,2.0,0.0,2.0,0.0,1.0,1.0,Francis Marshall,,,,,5d495dec23d7c68e,Isaac Dulgarian,,,,,a57cb948c4c70a47
UFC Fight Night: Luque vs. Dos Anjos,0.0,hw,sub,1,251,d5929b7fbc801ce4,Josh Parisian,Martin Buday,2023-08-12,3.0,2.0,5.0,0.0,2.0,2.0,Josh Parisian,76.0,79.0,Orthodox,,b5da8f7d05e85a55,Martin Buday,76.0,77.0,Orthodox,,8eb046f83e82bf26
UFC Fight Night: Luque vs. Muhammad,0.0,hw,dec_una,3,98,1ceab8fa45996f51,Chris Barnett,Martin Buday,2022-04-16,1.0,0.0,1.0,0.0,2.0,2.0,Chris Barnett,69.0,75.0,Orthodox,,7a5e8c94a86f9895,Martin Buday,76.0,77.0,Orthodox,,8eb046f83e82bf26
UFC Fight Night: Luque vs. Dos Anjos,0.0,wflw,ko_tko,1,221,e3573545220ca4ea,Juliana Miller,Luana Santos,2023-08-12,2.0,0.0,2.0,0.0,1.0,1.0,Juliana Miller,67.0,,,1996-05-07,aa0c573da7119292,Luana Santos,,,,,5078e1dacf9d25f4
UFC Fight Night: Sandhagen vs. Font,0.0,wsw,sub,2,91,ec2358459ffbe7de,Jessica Andrade,Tatiana Suarez,2023-08-05,6.0,8.0,14.0,0.0,3.0,3.0,Jessica Andrade,61.0,62.0,Orthodox,,6a1901c62ab3870f,Tatiana Suarez,65.0,66.0,Southpaw,,b08012bbe542592a
UFC 228: Woodley vs. Till,0.0,wsw,ko_tko,3,273,fd61e6146f3b2942,Carla Esparza,Tatiana Suarez,2018-09-08,2.0,6.0,8.0,0.0,3.0,3.0,Carla Esparza,61.0,63.0,Orthodox,,d910665038efc639,Tatiana Suarez,65.0,66.0,Southpaw,,b08012bbe542592a
UFC Fight Night: Maia vs. Usman,0.0,wsw,sub,1,164,24f2d2dd9fea5d79,Alexa Grasso,Tatiana Suarez,2018-05-19,2.0,2.0,4.0,0.0,3.0,3.0,Alexa Grasso,65.0,66.0,Orthodox,,e8b731feff72294b,Tatiana Suarez,65.0,66.0,Southpaw,,b08012bbe542592a
UFC Fight Night: Sandhagen vs. Font,1.0,lhw,ko_tko,1,82,2c54be25b09fce50,Dustin Jacoby,Kennedy Nzechukwu,2023-08-05,3.0,7.0,10.0,2.0,1.0,3.0,Dustin Jacoby,75.0,76.0,Orthodox,,e4277e87a789d687,Kennedy Nzechukwu,77.0,83.0,Southpaw,,8667caa0451d245b
UFC 272: Covington vs. Masvidal,1.0,lhw,dec_spl,3,300,ee278a5a25744cac,Nicolae Negumereanu,Kennedy Nzechukwu,2022-03-05,1.0,3.0,4.0,2.0,1.0,3.0,Nicolae Negumereanu,72.0,78.0,Orthodox,,8c57c7b8c3bab0eb,Kennedy Nzechukwu,77.0,83.0,Southpaw,,8667caa0451d245b
UFC Fight Night: Covington vs. Lawler,0.0,lhw,dec_una,3,300,cd6b799ec79c489a,Darko Stosic,Kennedy Nzechukwu,2019-08-03,2.0,0.0,2.0,2.0,1.0,3.0,Darko Stosic,72.0,76.0,Orthodox,,025f0b1b58fbad01,Kennedy Nzechukwu,77.0,83.0,Southpaw,,8667caa0451d245b
UFC Fight Night: Sandhagen vs. Font,1.0,ftw,sub,1,98,79bfba62da6242a6,Diego Lopes,Gavin Tucker,2023-08-05,0.0,2.0,2.0,2.0,1.0,3.0,Diego Lopes,71.0,72.0,Orthodox,,f166e93d04a8c274,Gavin Tucker,66.0,66.0,Southpaw,,da816417a579a0bd
UFC Fight Night: Edwards vs. Muhammad,1.0,ftw,ko_tko,1,22,d15a87087b6f1452,Dan Ige,Gavin Tucker,2021-03-13,2.0,6.0,8.0,2.0,1.0,3.0,Dan Ige,67.0,71.0,Orthodox,,82a5152216251682,Gavin Tucker,66.0,66.0,Southpaw,,da816417a579a0bd
UFC Fight Night: Lewis vs. Browne,0.0,ftw,dec_una,3,300,112e6a0ddce893e6,Sam Sicilia,Gavin Tucker,2017-02-19,2.0,2.0,4.0,2.0,1.0,3.0,Sam Sicilia,68.0,67.0,Orthodox,,b8aef0faf4ce9b31,Gavin Tucker,66.0,66.0,Southpaw,,da816417a579a0bd
UFC Fight Night: Sandhagen vs. Font,1.0,lhw,dec_una,3,300,2c0496a5f39ab8a4,Tanner Boser,Aleksa Camur,2023-08-05,3.0,3.0,6.0,2.0,0.0,2.0,Tanner Boser,74.0,75.0,Orthodox,,04c8b08b16a5b99e,Aleksa Camur,73.0,74.0,Orthodox,,c2a670b22d2e196f
UFC 253: Adesanya vs. Costa,1.0,lhw,dec_una,3,300,5fb63c34935acce9,William Knight,Aleksa Camur,2020-09-26,2.0,2.0,4.0,2.0,0.0,2.0,William Knight,70.0,73.0,Orthodox,,5da33b8fbfa5ee95,Aleksa Camur,73.0,74.0,Orthodox,,c2a670b22d2e196f
UFC Fight Night: Sandhagen vs. Font,0.0,lw,dec_una,3,300,531ce3d8011fa1f6,Ignacio Bahamondes,Ludovit Klein,2023-08-05,1.0,0.0,1.0,1.0,4.0,5.0,Ignacio Bahamondes,75.0,75.0,Orthodox,,e4a47b07044ddd72,Ludovit Klein,67.0,72.0,Southpaw,,5b86d491d63890c5
UFC Fight Night: Blaydes vs. Aspinall,0.0,lw,dec_una,3,300,b0d06858fb725654,Mason Jones,Ludovit Klein,2022-07-23,1.0,1.0,2.0,1.0,4.0,5.0,Mason Jones,70.0,74.0,Orthodox,,f6ad6a1e4d600e0d,Ludovit Klein,67.0,72.0,Southpaw,,5b86d491d63890c5
UFC 272: Covington vs. Masvidal,0.0,lw,dec_spl,3,300,36d9337a27b71ba9,Devonte Smith,Ludovit Klein,2022-03-05,3.0,2.0,5.0,1.0,4.0,5.0,Devonte Smith,69.0,76.0,Orthodox,,207773daeb4afa7b,Ludovit Klein,67.0,72.0,Southpaw,,5b86d491d63890c5
UFC Fight Night: Ladd vs. Dumont,1.0,ftw,sub,3,142,a2e1116a9fe84aa9,Nate Landwehr,Ludovit Klein,2021-10-16,1.0,3.0,4.0,1.0,4.0,5.0,Nate Landwehr,69.0,72.0,Orthodox,,583ee11abddfc581,Ludovit Klein,67.0,72.0,Southpaw,,5b86d491d63890c5
UFC 253: Adesanya vs. Costa,0.0,ftw,ko_tko,1,76,eed8c9955cad1e30,Shane Young,Ludovit Klein,2020-09-26,4.0,1.0,5.0,1.0,4.0,5.0,Shane Young,68.0,72.0,Orthodox,,4cd8b03aee1d0138,Ludovit Klein,67.0,72.0,Southpaw,,5b86d491d63890c5
UFC Fight Night: Sandhagen vs. Font,1.0,bw,dec_una,3,300,e5cb9dfc1189d77d,Kyler Phillips,Raoni Barcelos,2023-08-05,1.0,3.0,4.0,2.0,1.0,3.0,Kyler Phillips,68.0,72.0,Orthodox,,60425d07ef4b91a7,Raoni Barcelos,67.0,67.0,Orthodox,1987-05-01,b9f28e7045fdfce7
UFC Fight Night: Strickland vs. Imavov,1.0,bw,ko_tko,1,280,a4c7d59d340794c0,Umar Nurmagomedov,Raoni Barcelos,2023-01-14,0.0,2.0,2.0,2.0,1.0,3.0,Umar Nurmagomedov,68.0,,Orthodox,,2b6fc1c02736833d,Raoni Barcelos,67.0,67.0,Orthodox,1987-05-01,b9f28e7045fdfce7
UFC Fight Night: Dos Santos vs. Ivanov,0.0,ftw,ko_tko,3,89,66ba984cc547e31a,Kurt Holobaugh,Raoni Barcelos,2018-07-14,1.0,1.0,2.0,2.0,1.0,3.0,Kurt Holobaugh,71.0,70.0,Orthodox,,a7151778b3381036,Raoni Barcelos,67.0,67.0,Orthodox,1987-05-01,b9f28e7045fdfce7
UFC Fight Night: Sandhagen vs. Font,0.0,ww,sub,3,110,bda7992779a005fa,Jeremiah Wells,Carlston Harris,2023-08-05,1.0,2.0,3.0,1.0,3.0,4.0,Jeremiah Wells,69.0,74.0,Switch,,d66a46de8d705353,Carlston Harris,72.0,76.0,Orthodox,,a53d30163304aa6e
UFC Fight Night: Hermansson vs. Strickland,1.0,ww,ko_tko,1,250,6b4c2cc27855506a,Shavkat Rakhmonov,Carlston Harris,2022-02-05,0.0,3.0,3.0,1.0,3.0,4.0,Shavkat Rakhmonov,73.0,77.0,Orthodox,,01afe0916a40c7c5,Carlston Harris,72.0,76.0,Orthodox,,a53d30163304aa6e
UFC Fight Night: Smith vs. Spann,0.0,ww,ko_tko,1,158,06b3226c34c17001,Impa Kasanganay,Carlston Harris,2021-09-18,2.0,1.0,3.0,1.0,3.0,4.0,Impa Kasanganay,71.0,75.0,Orthodox,,257b0c8d6f199895,Carlston Harris,72.0,76.0,Orthodox,,a53d30163304aa6e
UFC Fight Night: Rodriguez vs. Waterson,0.0,ww,sub,1,172,37fda56a435a9b24,Christian Aguilera,Carlston Harris,2021-05-08,1.0,0.0,1.0,1.0,3.0,4.0,Christian Aguilera,69.0,72.0,Switch,,ae071698e1a3ccd4,Carlston Harris,72.0,76.0,Orthodox,,a53d30163304aa6e
UFC Fight Night: Sandhagen vs. Font,1.0,ftw,dec_una,3,300,1b0d5e65fdfc62cf,Billy Quarantillo,Damon Jackson,2023-08-05,0.0,4.0,4.0,4.0,2.0,6.0,Billy Quarantillo,70.0,70.0,Orthodox,,aa171d55d4b5208f,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
UFC Fight Night: Strickland vs. Imavov,1.0,ftw,ko_tko,2,253,c88a7dbe7717d2da,Dan Ige,Damon Jackson,2023-01-14,2.0,6.0,8.0,4.0,2.0,6.0,Dan Ige,67.0,71.0,Orthodox,,82a5152216251682,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
UFC Fight Night: Dern vs. Rodriguez,0.0,ftw,dec_una,3,300,df16b9c2fc9722e9,Charles Rosa,Damon Jackson,2021-10-09,2.0,5.0,7.0,4.0,2.0,6.0,Charles Rosa,69.0,69.0,Switch,,40093d1d2d78394e,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
UFC Fight Night: Hermansson vs. Vettori,1.0,ftw,ko_tko,1,158,b1be8b41b1a4fd85,Ilia Topuria,Damon Jackson,2020-12-05,0.0,1.0,1.0,4.0,2.0,6.0,Ilia Topuria,67.0,69.0,Orthodox,,54f64b5e283b0ce7,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
UFC Fight Night: Covington vs. Woodley,0.0,ftw,sub,3,81,aa08ebe1a69c76ca,Mirsad Bektic,Damon Jackson,2020-09-19,3.0,4.0,7.0,4.0,2.0,6.0,Mirsad Bektic,68.0,70.0,Orthodox,,cbd3e590a85b18c5,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
UFC 177: Dillashaw vs Soto,1.0,lw,sub,2,114,7cfb05c08ec91525,Yancy Medeiros,Damon Jackson,2014-08-30,1.0,2.0,3.0,4.0,2.0,6.0,Yancy Medeiros,70.0,75.0,Orthodox,,813550bc53b15fb0,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8
UFC Fight Night: Sandhagen vs. Font,1.0,flw,dec_una,3,300,38901948cff43ff9,Cody Durden,Jake Hadley,2023-08-05,0.0,4.0,4.0,1.0,1.0,2.0,Cody Durden,67.0,67.0,Southpaw,,7f6ed67d3ed3c036,Jake Hadley,67.0,70.0,Southpaw,,60a42bf82447c919
UFC Fight Night: Rodriguez vs. Lemos,0.0,flw,sub,2,159,cfca30d3ef3c86b9,Carlos Candelario,Jake Hadley,2022-11-05,1.0,0.0,1.0,1.0,1.0,2.0,Carlos Candelario,68.0,68.0,Southpaw,,760a55d5b6098cbe,Jake Hadley,67.0,70.0,Southpaw,,60a42bf82447c919
UFC Fight Night: Sandhagen vs. Font,1.0,ftw,dec_una,3,300,436a1ce6b0c6b4bb,Sean Woodson,Dennis Buzukja,2023-08-05,0.0,3.0,3.0,1.0,0.0,1.0,Sean Woodson,74.0,78.0,Orthodox,,4682bc59d5f55145,Dennis Buzukja,69.0,71.0,Switch,,c4d039123e62f6a9
UFC Fight Night: Sandhagen vs. Font,0.0,flw,sub,2,191,6b5c225814a924ed,Ode Osbourne,Assu Almabayev,2023-08-05,2.0,2.0,4.0,0.0,1.0,1.0,Ode Osbourne,67.0,73.0,Southpaw,,6d68c1afe954f121,Assu Almabayev,,,,,8d3273573b85be09
UFC 291: Poirier vs. Gaethje 2,0.0,lw,ko_tko,2,60,c27e33ee8ef53866,Dustin Poirier,Justin Gaethje,2023-07-29,3.0,18.0,21.0,3.0,4.0,7.0,Dustin Poirier,69.0,72.0,Southpaw,,029eaff01e6bb8f0,Justin Gaethje,71.0,70.0,Orthodox,,9e8f6c728eb01124
UFC 274: Oliveira vs. Gaethje,1.0,lw,sub,1,202,7d4e49d8a6678157,Charles Oliveira,Justin Gaethje,2022-05-07,1.0,9.0,10.0,3.0,4.0,7.0,Charles Oliveira,70.0,74.0,Orthodox,,07225ba28ae309b6,Justin Gaethje,71.0,70.0,Orthodox,,9e8f6c728eb01124
UFC Fight Night: Cowboy vs. Gaethje,0.0,lw,ko_tko,1,258,490724f8b3658f67,Donald Cerrone,Justin Gaethje,2019-09-14,6.0,18.0,24.0,3.0,4.0,7.0,Donald Cerrone,73.0,73.0,Orthodox,,1d00756835ca67c9,Justin Gaethje,71.0,70.0,Orthodox,,9e8f6c728eb01124
UFC Fight Night: Barboza vs. Gaethje,0.0,lw,ko_tko,1,150,b309cdde35310875,Edson Barboza,Justin Gaethje,2019-03-30,8.0,11.0,19.0,3.0,4.0,7.0,Edson Barboza,71.0,75.0,Orthodox,,64a50dad704d1d49,Justin Gaethje,71.0,70.0,Orthodox,,9e8f6c728eb01124
UFC Fight Night: Poirier vs. Gaethje,1.0,lw,ko_tko,4,33,bfae2fb50efbdb0f,Dustin Poirier,Justin Gaethje,2018-04-14,3.0,18.0,21.0,3.0,4.0,7.0,Dustin Poirier,69.0,72.0,Southpaw,,029eaff01e6bb8f0,Justin Gaethje,71.0,70.0,Orthodox,,9e8f6c728eb01124
UFC 218: Holloway vs. Aldo 2,1.0,lw,ko_tko,3,239,23e5acd1549b538a,Eddie Alvarez,Justin Gaethje,2017-12-02,1.0,1.0,2.0,3.0,4.0,7.0,Eddie Alvarez,69.0,69.0,Orthodox,,33a331684283900f,Justin Gaethje,71.0,70.0,Orthodox,,9e8f6c728eb01124
The Ultimate Fighter: Redemption Finale,0.0,lw,ko_tko,2,288,0d5356c506111a57,Michael Johnson,Justin Gaethje,2017-07-07,9.0,8.0,17.0,3.0,4.0,7.0,Michael Johnson,70.0,73.0,Southpaw,,511e82663651438d,Justin Gaethje,71.0,70.0,Orthodox,,9e8f6c728eb01124
UFC 291: Poirier vs. Gaethje 2,0.0,lhw,dec_spl,3,300,800a35b3a7e52308,Jan Blachowicz,Alex Pereira,2023-07-29,3.0,5.0,8.0,0.0,2.0,2.0,Jan Blachowicz,74.0,78.0,Orthodox,,99df7d0a2a08a8a8,Alex Pereira,76.0,79.0,Orthodox,,e5549c82bfb5582d
UFC 276: Adesanya vs. Cannonier,0.0,mw,ko_tko,1,156,0308bcdd00cc72e2,Sean Strickland,Alex Pereira,2022-07-02,1.0,5.0,6.0,0.0,2.0,2.0,Sean Strickland,73.0,76.0,Orthodox,,0d8011111be000b2,Alex Pereira,76.0,79.0,Orthodox,,e5549c82bfb5582d
UFC 291: Poirier vs. Gaethje 2,1.0,hw,ko_tko,1,33,eff6ec2b2f1fb27b,Derrick Lewis,Marcos Rogerio de Lima,2023-07-29,5.0,15.0,20.0,5.0,5.0,10.0,Derrick Lewis,75.0,79.0,Orthodox,,d3df1add9d9a7efb,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC Fight Night: Kattar vs. Allen,0.0,hw,sub,1,110,5dcba156bd13e0c3,Andrei Arlovski,Marcos Rogerio de Lima,2022-10-29,11.0,9.0,20.0,5.0,5.0,10.0,Andrei Arlovski,75.0,77.0,Orthodox,,3738e68d2261e60f,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC 274: Oliveira vs. Gaethje,1.0,hw,dec_una,3,300,ff6c8dab41efcc09,Blagoy Ivanov,Marcos Rogerio de Lima,2022-05-07,1.0,2.0,3.0,5.0,5.0,10.0,Blagoy Ivanov,71.0,73.0,Southpaw,,1788eee370f077b7,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC Fight Night: Holloway vs. Rodriguez,0.0,hw,ko_tko,1,32,1013cdbb6c9a4a2e,Ben Rothwell,Marcos Rogerio de Lima,2021-11-13,4.0,5.0,9.0,5.0,5.0,10.0,Ben Rothwell,76.0,78.0,Orthodox,,bd58d34e39b7b12a,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC Fight Night: Rodriguez vs. Waterson,0.0,hw,dec_una,3,300,3f71ac21472f994c,Maurice Greene,Marcos Rogerio de Lima,2021-05-08,3.0,3.0,6.0,5.0,5.0,10.0,Maurice Greene,79.0,80.0,Orthodox,,068f8a189a47fea6,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC Fight Night: Santos vs. Teixeira,1.0,hw,sub,1,288,2267d967d1daf08a,Alexandr Romanov,Marcos Rogerio de Lima,2020-11-07,0.0,6.0,6.0,5.0,5.0,10.0,Alexandr Romanov,74.0,75.0,Southpaw,,c0badf3243907e59,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC Fight Night: Felder vs. Hooker,0.0,hw,ko_tko,1,88,9bc18b63b07bb328,Ben Sosoli,Marcos Rogerio de Lima,2020-02-22,1.0,0.0,1.0,5.0,5.0,10.0,Ben Sosoli,72.0,72.0,Southpaw,,326f94d6cfb1bf25,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC Fight Night: Blachowicz vs. Santos,1.0,hw,sub,2,141,4de28817db9fc9d8,Stefan Struve,Marcos Rogerio de Lima,2019-02-23,6.0,8.0,14.0,5.0,5.0,10.0,Stefan Struve,83.0,84.0,Orthodox,,ebc1f40e00e0c481,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC 230: Cormier vs. Lewis,0.0,hw,dec_una,3,300,33116969380185a9,Adam Wieczorek,Marcos Rogerio de Lima,2018-11-03,1.0,0.0,1.0,5.0,5.0,10.0,Adam Wieczorek,77.0,81.0,Orthodox,,efa1f6b42c86793c,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC Fight Night: Swanson vs. Lobov,1.0,lhw,sub,2,131,53c96668bf850809,Ovince Saint Preux,Marcos Rogerio de Lima,2017-04-22,7.0,9.0,16.0,5.0,5.0,10.0,Ovince Saint Preux,75.0,80.0,Southpaw,,50db8711c70196cd,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
UFC 291: Poirier vs. Gaethje 2,0.0,ww,sub,1,159,cbf1e76186a0c8b3,Michael Chiesa,Kevin Holland,2023-07-29,6.0,4.0,10.0,5.0,3.0,8.0,Michael Chiesa,73.0,75.0,Southpaw,,c58f51dedb310998,Kevin Holland,75.0,81.0,Orthodox,,3a46b268013afede
UFC Fight Night: Thompson vs. Holland,1.0,ww,ko_tko,4,300,a419e6df765aa755,Stephen Thompson,Kevin Holland,2022-12-03,3.0,5.0,8.0,5.0,3.0,8.0,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a,Kevin Holland,75.0,81.0,Orthodox,,3a46b268013afede
